Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
304,Adrián,es ESP,GK,Betis,37,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
305,José Campaña,es ESP,MF,Las Palmas,31,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
306,Kirian Rodríguez,es ESP,MF,Las Palmas,28,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
307,Rubén Peña,es ESP,"FW,DF",Osasuna,33,"€ 15,962 (£ 13,473, $16,454)","€ 830,000 (£ 700,583, $855,589)",Unverified estimation
308,Omar Mascarell,gq EQG,MF,Mallorca,31,"€ 15,769 (£ 13,310, $16,255)","€ 820,000 (£ 692,143, $845,281)",Unverified estimation
309,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
310,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
311,Diego López,,LW,Valencia,22,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
312,Abde Ezzalzouli,,LW,Betis,23,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
313,Luis Milla,es ESP,MF,Getafe,29,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
314,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
315,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,"€ 14,615 (£ 12,337, $15,066)","€ 760,000 (£ 641,498, $783,431)",Unverified estimation
316,Lucas Torró,es ESP,MF,Osasuna,30,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
317,Arsen Zakharyan,,AM,Real Sociedad,21,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
318,Julen Agirrezabala,es ESP,GK,Athletic Club,23,"€ 14,038 (£ 11,850, $14,471)","€ 730,000 (£ 616,176, $752,506)",Unverified estimation
319,Aleksandar Sedlar,rs SRB,DF,Alavés,32,"€ 14,038 (£ 11,850, $14,471)","€ 730,000 (£ 616,176, $752,506)",Unverified estimation
320,Ørjan Nyland,no NOR,GK,Sevilla,33,"€ 14,038 (£ 11,850, $14,471)","€ 730,000 (£ 616,176, $752,506)",Unverified estimation
321,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
322,Pejiño,,LW,Las Palmas,28,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
323,Iker Muñoz,,DM,Osasuna,21,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
324,Amath,sn SEN,"FW,DF",Valladolid,28,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
325,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
326,Asier Villalibre,es ESP,FW,Alavés,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
327,Bojan Miovski,mk MKD,FW,Girona,25,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
328,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
329,Jofre Carreras,,RW,Espanyol,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
330,Álvaro Fernández,es ESP,GK,Sevilla,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
331,Iván Jaime,,AM,Valencia,24,"€ 13,846 (£ 11,675, $15,498)","€ 720,000 (£ 607,098, $805,901)",Unverified estimation
332,Javi López,es ESP,DF,Real Sociedad,22,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
333,Martin Valjent,sk SVK,DF,Mallorca,28,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
334,Samu Costa,pt POR,MF,Mallorca,23,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
335,Johnny,,DM,Betis,22,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
336,José Arnaiz,es ESP,"MF,FW",Osasuna,29,"€ 13,077 (£ 11,038, $13,480)","€ 680,000 (£ 573,972, $700,964)",Unverified estimation
337,Javi Sánchez,es ESP,DF,Valladolid,27,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
338,Jackson Porozo,ec ECU,DF,Leganés,23,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
339,Kiké,es ESP,FW,Alavés,34,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
340,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
341,Sergio Camello,es ESP,FW,Rayo Vallecano,23,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
342,Álex Suárez,es ESP,DF,Las Palmas,31,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
343,Enzo Loiodice,fr FRA,MF,Las Palmas,23,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
344,Marc Cardona,es ESP,"FW,DF",Las Palmas,29,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
345,Carles Aleñá,es ESP,"MF,FW",Getafe,26,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
346,Pablo Marín,,AM,Real Sociedad,21,"€ 12,115 (£ 10,226, $12,489)","€ 630,000 (£ 531,768, $649,423)",Unverified estimation
347,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
348,Álex Muñoz,es ESP,DF,Las Palmas,30,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
349,Karl Jakob Hein,ee EST,GK,Valladolid,22,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
350,Maroan Sannadi,,CF,Athletic Club,24,"€ 11,923 (£ 10,053, $13,346)","€ 620,000 (£ 522,779, $693,970)",Unverified estimation
351,Allan Nyom,cm CMR,"DF,MF",Getafe,36,"€ 11,923 (£ 10,053, $13,346)","€ 620,000 (£ 522,779, $693,970)",Unverified estimation
352,Juan Soriano,es ESP,GK,Leganés,26,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
353,Matija Nastasić,rs SRB,DF,Leganés,31,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
354,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
355,Pol Lozano,es ESP,MF,Espanyol,24,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
356,Peque Fernández,,SS,Sevilla,21,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
357,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
358,Fran Pérez,,RW,Valencia,21,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
359,Jesus Vazquez,es ESP,DF,Valencia,21,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
360,Javi Rodríguez,,CB,Celta Vigo,21,"€ 11,923 (£ 10,053, $13,346)","€ 620,000 (£ 522,779, $693,970)",Unverified estimation
361,Raúl García,,CF,Osasuna,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
362,Ilias Akhomach,,RW,Villarreal,20,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
363,Chiquinho,pt POR,"MF,FW",Mallorca,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
364,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
365,Fabrizio Angileri,ar ARG,LB,Getafe,30,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
366,Juanpe,es ESP,DF,Girona,33,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
367,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,24,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
368,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
369,Cenk Özkacar,tr TUR,DF,Valladolid,23,"€ 11,346 (£ 9,577, $11,696)","€ 590,000 (£ 498,005, $608,190)",Unverified estimation
370,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,"€ 11,154 (£ 9,415, $11,498)","€ 580,000 (£ 489,564, $597,881)",Unverified estimation
371,Irvin Cardona,fr FRA,"FW,MF",Espanyol,26,"€ 10,769 (£ 9,090, $11,101)","€ 560,000 (£ 472,683, $577,265)",Unverified estimation
372,Dani Gómez,es ESP,FW,Valencia,26,"€ 10,577 (£ 8,928, $10,903)","€ 550,000 (£ 464,242, $566,957)",Unverified estimation
373,Unai López,es ESP,MF,Rayo Vallecano,28,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",
374,Brian Oliván,es ESP,DF,Espanyol,30,"€ 10,385 (£ 8,765, $10,705)","€ 540,000 (£ 455,801, $556,648)",Unverified estimation
375,Unai García,es ESP,DF,Osasuna,32,"€ 10,192 (£ 8,603, $10,507)","€ 530,000 (£ 447,360, $546,340)",Unverified estimation
376,Maximiliano Caufriez,be BEL,DF,Valencia,27,"€ 10,192 (£ 8,603, $10,507)","€ 530,000 (£ 447,360, $546,340)",Unverified estimation
377,Andy Pelmard,fr FRA,DF,Las Palmas,24,"€ 10,000 (£ 8,432, $11,193)","€ 520,000 (£ 438,460, $582,039)",Unverified estimation
378,Dinko Horkas,,GK,Las Palmas,25,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
379,Manu Fuster,,LW,Las Palmas,27,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
380,Enzo Boyomo,,CB,Osasuna,23,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
381,Luis Pérez,es ESP,DF,Valladolid,29,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
382,Tamás Nikitscher,,CM,Valladolid,25,"€ 10,000 (£ 8,432, $11,193)","€ 520,000 (£ 438,460, $582,039)",Unverified estimation
383,Marc Casadó,,DM,Barcelona,20,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
384,Pau Navarro,,CB,Villarreal,19,"€ 10,000 (£ 8,432, $11,193)","€ 520,000 (£ 438,460, $582,039)",Unverified estimation
385,Abdón Prats,es ESP,"FW,MF",Mallorca,31,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
386,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
387,Álvaro Rodríguez,,CF,Getafe,20,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
388,Juan Berrocal,es ESP,DF,Getafe,25,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
389,Peter Federico,,RW,Getafe,22,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
390,Darko Brašanac,rs SRB,MF,Leganés,32,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
391,Juan Cruz,es ESP,"FW,MF",Leganés,24,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
392,Marko Dmitrović,rs SRB,GK,Leganés,32,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
393,Abde Rebbach,,LW,Alavés,26,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
394,Alejandro Francés,es ESP,DF,Girona,21,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
395,Fernando Calero,es ESP,"DF,MF",Espanyol,28,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
396,Pere Milla,es ESP,"MF,FW",Espanyol,31,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
397,Hugo Sotelo,,CM,Celta Vigo,20,"€ 10,000 (£ 8,441, $10,308)","€ 520,000 (£ 438,920, $536,032)",Unverified estimation
398,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,"€ 9,808 (£ 8,278, $10,110)","€ 510,000 (£ 430,479, $525,723)",Unverified estimation
399,Antonio Blanco,,DM,Alavés,24,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",Unverified estimation
400,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",Unverified estimation
401,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,"€ 9,615 (£ 8,108, $10,763)","€ 500,000 (£ 421,596, $559,653)",Unverified estimation
402,Giuliano Simeone,,CF,Atlético Madrid,21,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",Unverified estimation
403,Assane Diao,,RW,Betis,18,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",Unverified estimation
404,Rodri,es ESP,FW,Betis,24,"€ 9,615 (£ 8,116, $9,912)","€ 500,000 (£ 422,038, $515,415)",Unverified estimation
405,Dario Essugo,pt POR,MF,Las Palmas,19,"€ 9,231 (£ 7,791, $9,515)","€ 480,000 (£ 405,157, $494,798)",Unverified estimation
406,Enric Franquesa,es ESP,"DF,FW",Leganés,27,"€ 9,231 (£ 7,791, $9,515)","€ 480,000 (£ 405,157, $494,798)",Unverified estimation
407,José Gragera,,CM,Espanyol,24,"€ 9,231 (£ 7,791, $9,515)","€ 480,000 (£ 405,157, $494,798)",
408,Selim Amallah,ma MAR,MF,Valladolid,27,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
409,Jon Guridi,es ESP,"MF,FW",Alavés,29,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
410,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
411,Carlos Vicente,,RW,Alavés,25,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
412,Nahuel Tenaglia,ar ARG,DF,Alavés,28,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
413,Cárdenas,es ESP,GK,Rayo Vallecano,27,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
414,Iván Balliu,al ALB,DF,Rayo Vallecano,32,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
415,Carlos Romero,,LB,Espanyol,22,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
416,Dani Raba,es ESP,"FW,MF",Leganés,28,"€ 8,462 (£ 7,142, $8,722)","€ 440,000 (£ 371,394, $453,565)",Unverified estimation
417,Miguel de la Fuente,,CF,Leganés,25,"€ 8,269 (£ 6,980, $8,524)","€ 430,000 (£ 362,953, $443,257)",Unverified estimation
418,Iván Gil,es ESP,MF,Las Palmas,24,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
419,Marvin Park,,RW,Las Palmas,24,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
420,Mika Mármol,,CB,Las Palmas,23,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
421,Viti Rozada,,RB,Las Palmas,26,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
422,Kike Barja,es ESP,"FW,MF",Osasuna,27,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
423,Kike Pérez,es ESP,MF,Valladolid,27,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
424,Gerard Martín,,LB,Barcelona,22,"€ 8,077 (£ 6,810, $9,041)","€ 420,000 (£ 354,141, $470,109)",Unverified estimation
425,Mateu Morey,es ESP,DF,Mallorca,24,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
426,Jiri Letacek,,GK,Getafe,26,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
427,Diego García,,CF,Leganés,24,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
428,Carlos Martín,,CF,Alavés,22,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
429,Facundo Garcés,ar ARG,DF,Alavés,24,"€ 8,077 (£ 6,810, $9,041)","€ 420,000 (£ 354,141, $470,109)",Unverified estimation
430,Naci Ünüvar,,LW,Espanyol,21,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
431,Roberto Férnandez,es ESP,FW,Espanyol,22,"€ 8,077 (£ 6,810, $9,041)","€ 420,000 (£ 354,141, $470,109)",Unverified estimation
432,Stanis Idumbo,,AM,Sevilla,19,"€ 8,077 (£ 6,810, $9,041)","€ 420,000 (£ 354,141, $470,109)",Unverified estimation
433,Borja Garcés,es ESP,CF,Atlético Madrid,25,"€ 8,077 (£ 6,818, $8,326)","€ 420,000 (£ 354,512, $432,949)",Unverified estimation
434,Urko González de Zarate,,DM,Espanyol,23,"€ 7,885 (£ 6,648, $8,825)","€ 410,000 (£ 345,709, $458,916)",Unverified estimation
435,Jesús Areso,es ESP,DF,Osasuna,25,"€ 7,692 (£ 6,493, $7,929)","€ 400,000 (£ 337,631, $412,332)",Unverified estimation
436,Juan Cruz Armada,es ESP,DF,Osasuna,32,"€ 7,692 (£ 6,493, $7,929)","€ 400,000 (£ 337,631, $412,332)",Unverified estimation
437,Javi Guerra,,CM,Valencia,21,"€ 7,692 (£ 6,493, $7,929)","€ 400,000 (£ 337,631, $412,332)",Unverified estimation
438,Benito Ramírez,es ESP,"DF,MF",Las Palmas,29,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
439,Pau Víctor,,CF,Barcelona,23,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
440,Javi Puado,es ESP,"FW,MF",Espanyol,26,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
441,Abdel Abqar,,CB,Alavés,25,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
442,Juan Carlos,es ESP,GK,Girona,36,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
443,César de la Hoz,es ESP,MF,Valladolid,32,"€ 6,923 (£ 5,844, $7,137)","€ 360,000 (£ 303,867, $371,099)",Unverified estimation
444,Valery Fernández,es ESP,"MF,FW",Mallorca,24,"€ 6,923 (£ 5,844, $7,137)","€ 360,000 (£ 303,867, $371,099)",Unverified estimation
445,Jorge Sáenz,es ESP,DF,Leganés,27,"€ 6,923 (£ 5,844, $7,137)","€ 360,000 (£ 303,867, $371,099)",Unverified estimation
446,Hugo Novoa,es ESP,"DF,MF",Alavés,21,"€ 6,731 (£ 5,681, $6,938)","€ 350,000 (£ 295,427, $360,791)",Unverified estimation
447,Moussa Diarra,ml MLI,DF,Alavés,23,"€ 6,731 (£ 5,681, $6,938)","€ 350,000 (£ 295,427, $360,791)",Unverified estimation
448,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,"€ 6,731 (£ 5,681, $6,938)","€ 350,000 (£ 295,427, $360,791)",Unverified estimation
449,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,"€ 6,731 (£ 5,681, $6,938)","€ 350,000 (£ 295,427, $360,791)",Unverified estimation
450,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,"€ 6,538 (£ 5,519, $6,740)","€ 340,000 (£ 286,986, $350,482)",Unverified estimation
451,Carlos Benavídez,uy URU,MF,Alavés,26,"€ 6,346 (£ 5,357, $6,542)","€ 330,000 (£ 278,545, $340,174)",Unverified estimation
452,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,"€ 6,346 (£ 5,357, $6,542)","€ 330,000 (£ 278,545, $340,174)",Unverified estimation
453,Abel Bretones,,LB,Osasuna,24,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
454,André Ferreira,pt POR,GK,Valladolid,28,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
455,Marc Bernal,,DM,Barcelona,17,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
456,Iker Álvarez,ad AND,GK,Villarreal,23,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
457,Duk,,LW,Leganés,24,"€ 6,154 (£ 5,189, $6,888)","€ 320,000 (£ 269,821, $358,178)",Unverified estimation
458,Adrián Pica,,CB,Alavés,22,"€ 6,154 (£ 5,189, $6,888)","€ 320,000 (£ 269,821, $358,178)",Unverified estimation
459,Pau Cabanes,,CF,Alavés,19,"€ 6,154 (£ 5,189, $6,888)","€ 320,000 (£ 269,821, $358,178)",Unverified estimation
460,Santiago Mouriño,,CB,Alavés,22,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
461,Germán Valera,es ESP,MF,Valencia,22,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
462,Jon Martín,,CB,Real Sociedad,18,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
463,Iker Losada,,SS,Celta Vigo,23,"€ 6,154 (£ 5,189, $6,888)","€ 320,000 (£ 269,821, $358,178)",Unverified estimation
464,Adam Aznou,,LB,Valladolid,18,"€ 5,962 (£ 5,027, $6,673)","€ 310,000 (£ 261,389, $346,985)",Unverified estimation
465,Nicolás Serrano,es ESP,FW,Athletic Club,21,"€ 5,962 (£ 5,032, $6,145)","€ 310,000 (£ 261,664, $319,557)",Unverified estimation
466,Walid Cheddira,ma MAR,FW,Espanyol,26,"€ 5,962 (£ 5,032, $6,145)","€ 310,000 (£ 261,664, $319,557)",
467,Dominik Greif,sk SVK,GK,Mallorca,27,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
468,Unai Gómez,,AM,Athletic Club,21,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
469,Julián Chicco,ar ARG,"MF,DF",Leganés,26,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
470,Yvan Neyou,cm CMR,MF,Leganés,27,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
471,Olasagasti,es ESP,MF,Real Sociedad,23,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
472,Jesús Rodriguez,,LW,Betis,19,"€ 5,769 (£ 4,865, $6,458)","€ 300,000 (£ 252,958, $335,792)",Unverified estimation
473,David Torres,,CB,Valladolid,21,"€ 5,192 (£ 4,383, $5,352)","€ 270,000 (£ 227,901, $278,324)",Unverified estimation
474,Javi Llabrés,,LW,Mallorca,21,"€ 5,192 (£ 4,383, $5,352)","€ 270,000 (£ 227,901, $278,324)",Unverified estimation
475,Leo Román,es ESP,GK,Mallorca,24,"€ 5,192 (£ 4,383, $5,352)","€ 270,000 (£ 227,901, $278,324)",Unverified estimation
476,Luca de la Torre,us USA,MF,Celta Vigo,26,"€ 5,192 (£ 4,383, $5,352)","€ 270,000 (£ 227,901, $278,324)",Unverified estimation
477,Juanlu Sánchez,,RB,Sevilla,21,"€ 4,808 (£ 4,058, $4,956)","€ 250,000 (£ 211,019, $257,708)",Unverified estimation
478,Jon Aramburu,,RB,Real Sociedad,22,"€ 4,808 (£ 4,058, $4,956)","€ 250,000 (£ 211,019, $257,708)",Unverified estimation
479,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,"€ 4,808 (£ 4,058, $4,956)","€ 250,000 (£ 211,019, $257,708)",Unverified estimation
480,Jesús Owono,,GK,Alavés,23,"€ 4,615 (£ 3,896, $4,758)","€ 240,000 (£ 202,578, $247,399)",Unverified estimation
481,Joan García,es ESP,GK,Espanyol,23,"€ 4,615 (£ 3,896, $4,758)","€ 240,000 (£ 202,578, $247,399)",Unverified estimation
482,Pedro Ortiz,,CM,Sevilla,24,"€ 4,615 (£ 3,896, $4,758)","€ 240,000 (£ 202,578, $247,399)",Unverified estimation
483,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,"€ 4,423 (£ 3,733, $4,559)","€ 230,000 (£ 194,138, $237,091)",Unverified estimation
