Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
187,Niklas Stark,de GER,DF,Werder Bremen,29,"€ 27,692 (£ 23,374, $28,546)","€ 1,440,000 (£ 1,215,470, $1,484,395)",Unverified estimation
188,Kevin Stöger,at AUT,MF,Gladbach,30,"€ 27,308 (£ 23,050, $28,150)","€ 1,420,000 (£ 1,198,588, $1,463,779)",Unverified estimation
189,Hyun-seok Hong,,AM,Mainz 05,25,"€ 27,308 (£ 23,050, $28,150)","€ 1,420,000 (£ 1,198,588, $1,463,779)",Unverified estimation
190,Georgios Masouras,,LW,Bochum,31,"€ 27,115 (£ 22,863, $30,350)","€ 1,410,000 (£ 1,188,901, $1,578,222)",Unverified estimation
191,Myron Boadu,nl NED,FW,Bochum,23,"€ 27,115 (£ 22,887, $27,951)","€ 1,410,000 (£ 1,190,148, $1,453,470)",Unverified estimation
192,Moritz Jenz,de GER,DF,Mainz 05,25,"€ 26,923 (£ 22,725, $27,753)","€ 1,400,000 (£ 1,181,707, $1,443,162)",Unverified estimation
193,Tom Krauß,de GER,MF,Bochum,23,"€ 26,923 (£ 22,701, $30,135)","€ 1,400,000 (£ 1,180,469, $1,567,029)",Unverified estimation
194,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,26,"€ 26,538 (£ 22,400, $27,357)","€ 1,380,000 (£ 1,164,825, $1,422,546)",Unverified estimation
195,Robin Hranac,,CB,Hoffenheim,24,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
196,Keven Schlotterbeck,de GER,DF,Augsburg,27,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
197,Niklas Dorsch,de GER,MF,Heidenheim,26,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
198,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
199,Maarten Vandevoordt,be BEL,GK,RB Leipzig,22,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
200,Bernardo,br BRA,DF,Bochum,29,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
201,Dani de Wit,nl NED,"MF,FW",Bochum,26,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
202,Kevin Behrens,de GER,FW,Wolfsburg,33,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
203,Angelo Stiller,de GER,MF,Stuttgart,23,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
204,Franck Honorat,fr FRA,FW,Gladbach,27,"€ 24,038 (£ 20,290, $24,780)","€ 1,250,000 (£ 1,055,095, $1,288,538)",Unverified estimation
205,Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,23,"€ 24,038 (£ 20,269, $26,906)","€ 1,250,000 (£ 1,053,990, $1,399,133)",Unverified estimation
206,Arne Maier,de GER,MF,Augsburg,25,"€ 23,654 (£ 19,966, $24,383)","€ 1,230,000 (£ 1,038,214, $1,267,921)",Unverified estimation
207,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33,"€ 23,654 (£ 19,966, $24,383)","€ 1,230,000 (£ 1,038,214, $1,267,921)",Unverified estimation
208,Mads Roerslev,dk DEN,DF,Wolfsburg,25,"€ 23,654 (£ 19,945, $26,476)","€ 1,230,000 (£ 1,037,126, $1,376,747)",Unverified estimation
209,Assan Ouédraogo,,CM,RB Leipzig,18,"€ 23,462 (£ 19,803, $24,185)","€ 1,220,000 (£ 1,029,773, $1,257,613)",Unverified estimation
210,Stanley N'Soki,fr FRA,DF,Hoffenheim,25,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
211,Joe Scally,us USA,DF,Gladbach,21,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
212,Pavao Pervan,at AUT,GK,Wolfsburg,36,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
213,Miloš Veljković,rs SRB,DF,Werder Bremen,28,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
214,András Schäfer,hu HUN,MF,Union Berlin,25,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
215,Frederik Rønnow,dk DEN,GK,Union Berlin,31,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
216,Janik Haberer,de GER,"MF,DF",Union Berlin,30,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
217,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,27,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
218,Erhan Mašović,rs SRB,DF,Bochum,25,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
219,Timothy Chandler,us USA,DF,Eint Frankfurt,34,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
220,Jakub Kamiński,pl POL,"DF,MF",Wolfsburg,22,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
221,Anthony Jung,de GER,DF,Werder Bremen,32,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
222,Felix Agu,de GER,DF,Werder Bremen,24,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
223,Justin Njinmah,,RW,Werder Bremen,23,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
224,Haris Tabakovic,ba BIH,FW,Hoffenheim,30,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
225,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
226,Budu Zivzivadze,,CF,Heidenheim,30,"€ 21,923 (£ 18,485, $24,539)","€ 1,140,000 (£ 961,239, $1,276,010)",Unverified estimation
227,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,25,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
228,Michael Gregoritsch,at AUT,FW,Freiburg,30,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
229,Alexander Meyer,de GER,GK,Dortmund,33,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
230,Yan Couto,br BRA,"DF,FW",Dortmund,22,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
231,Fabian Bredlow,de GER,GK,Stuttgart,29,"€ 21,731 (£ 18,342, $22,401)","€ 1,130,000 (£ 953,806, $1,164,838)",Unverified estimation
232,Julian Chabot,de GER,DF,Stuttgart,26,"€ 21,731 (£ 18,342, $22,401)","€ 1,130,000 (£ 953,806, $1,164,838)",Unverified estimation
233,Kevin Müller,de GER,GK,Heidenheim,33,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
234,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,22,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
235,Senne Lynen,be BEL,MF,Werder Bremen,25,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
236,Kevin Vogt,de GER,DF,Union Berlin,32,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
237,Moritz Nicolas,de GER,GK,Gladbach,26,"€ 20,000 (£ 16,882, $20,617)","€ 1,040,000 (£ 877,839, $1,072,063)",Unverified estimation
238,Nathan N'Goumou,cm CMR,FW,Gladbach,24,"€ 20,000 (£ 16,882, $20,617)","€ 1,040,000 (£ 877,839, $1,072,063)",Unverified estimation
239,Robin Hack,de GER,"FW,MF",Gladbach,25,"€ 20,000 (£ 16,882, $20,617)","€ 1,040,000 (£ 877,839, $1,072,063)",Unverified estimation
240,Oliver Burke,sct SCO,FW,Werder Bremen,27,"€ 19,615 (£ 16,557, $20,220)","€ 1,020,000 (£ 860,958, $1,051,447)",Unverified estimation
241,Christian Günter,de GER,DF,Freiburg,31,"€ 19,615 (£ 16,557, $20,220)","€ 1,020,000 (£ 860,958, $1,051,447)",Unverified estimation
242,Cedric Zesiger,ch SUI,DF,Augsburg,26,"€ 19,231 (£ 16,215, $21,525)","€ 1,000,000 (£ 843,192, $1,119,307)",Unverified estimation
243,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,24,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
244,Nikola Vasilj,ba BIH,GK,St. Pauli,28,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
245,Felix Passlack,de GER,"DF,MF",Bochum,26,"€ 19,231 (£ 16,232, $19,824)","€ 1,000,000 (£ 844,076, $1,030,830)",Unverified estimation
246,Eric Smith,se SWE,"DF,MF",St. Pauli,27,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
247,Danny da Costa,de GER,DF,Mainz 05,31,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
248,Maxim Leitsch,de GER,DF,Mainz 05,26,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
249,Maximilian Eggestein,de GER,MF,Freiburg,27,"€ 18,462 (£ 15,583, $19,031)","€ 960,000 (£ 810,313, $989,597)",Unverified estimation
250,James Sands,us USA,"MF,DF",St. Pauli,24,"€ 18,269 (£ 15,404, $20,449)","€ 950,000 (£ 801,032, $1,063,341)",
251,Marco Grüll,at AUT,"FW,MF",Werder Bremen,26,"€ 18,269 (£ 15,421, $18,832)","€ 950,000 (£ 801,873, $979,289)",Unverified estimation
252,Tom Rothe,de GER,"DF,MF",Union Berlin,19,"€ 18,269 (£ 15,421, $18,832)","€ 950,000 (£ 801,873, $979,289)",Unverified estimation
253,Merlin Röhl,de GER,"MF,FW",Freiburg,22,"€ 18,269 (£ 15,421, $18,832)","€ 950,000 (£ 801,873, $979,289)",Unverified estimation
254,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,31,"€ 18,269 (£ 15,421, $18,832)","€ 950,000 (£ 801,873, $979,289)",Unverified estimation
255,Christopher Lenz,de GER,"DF,MF",Hoffenheim,29,"€ 18,077 (£ 15,242, $20,234)","€ 940,000 (£ 792,600, $1,052,148)",Unverified estimation
256,Bryan Zaragoza,,,Bayern Munich,22,"€ 18,077 (£ 15,242, $20,234)","€ 940,000 (£ 792,600, $1,052,148)",Unverified estimation
257,Josha Vagnoman,de GER,"DF,MF",Stuttgart,23,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
258,Pascal Stenzel,de GER,DF,Stuttgart,28,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
259,Anthony Losilla,fr FRA,MF,Bochum,38,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
260,Timo Horn,de GER,GK,Bochum,31,"€ 18,077 (£ 15,258, $18,634)","€ 940,000 (£ 793,432, $968,980)",Unverified estimation
261,Kevin Paredes,us USA,DF,Wolfsburg,21,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
262,Alexander Schwolow,de GER,GK,Union Berlin,32,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
263,Christopher Trimmel,at AUT,"DF,MF",Union Berlin,37,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
264,Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,23,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
265,Phillipp Mwene,at AUT,DF,Mainz 05,30,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
266,Nicolas Höfler,de GER,MF,Freiburg,34,"€ 17,308 (£ 14,609, $17,841)","€ 900,000 (£ 759,669, $927,747)",Unverified estimation
267,Kilian Fischer,de GER,DF,Wolfsburg,23,"€ 16,731 (£ 14,122, $17,247)","€ 870,000 (£ 734,346, $896,822)",Unverified estimation
268,Ruben Vargas,ch SUI,"MF,FW",Augsburg,25,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
269,John Tolkin,us USA,"DF,MF",Holstein Kiel,22,"€ 16,346 (£ 13,783, $18,296)","€ 850,000 (£ 716,713, $951,411)",Unverified estimation
270,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,26,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
271,Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,26,"€ 16,346 (£ 13,783, $18,296)","€ 850,000 (£ 716,713, $951,411)",Unverified estimation
272,Skelly Alvero,,CM,Werder Bremen,22,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
273,Rani Khedira,de GER,MF,Union Berlin,30,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
274,Gerrit Holtmann,ph PHI,"DF,FW",Bochum,29,"€ 16,346 (£ 13,797, $16,850)","€ 850,000 (£ 717,465, $876,206)",Unverified estimation
275,Bazoumana Touré,,LW,Hoffenheim,18,"€ 16,154 (£ 13,621, $18,081)","€ 840,000 (£ 708,281, $940,218)",Unverified estimation
276,Grischa Prömel,de GER,MF,Hoffenheim,29,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
277,Finn Dahmen,de GER,GK,Augsburg,26,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
278,Hauke Wahl,de GER,DF,St. Pauli,30,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
279,Johannes Eggestein,de GER,FW,St. Pauli,26,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
280,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,27,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
281,Aymen Barkok,ma MAR,MF,Mainz 05,26,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
282,Patrick Osterhage,de GER,MF,Freiburg,24,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
283,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
284,Daniel Svensson,,LB,Dortmund,22,"€ 16,154 (£ 13,621, $18,081)","€ 840,000 (£ 708,281, $940,218)",Unverified estimation
285,Manuel Riemann,de GER,GK,Bochum,35,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
286,Can Uzun,,AM,Eint Frankfurt,18,"€ 16,154 (£ 13,635, $16,652)","€ 840,000 (£ 709,024, $865,897)",Unverified estimation
287,Mads Pedersen,dk DEN,DF,Augsburg,27,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
288,Reece Oxford,eng ENG,CB,Augsburg,26,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
289,Tomas Cvancara,,CF,Gladbach,24,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
290,Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,24,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
291,Maximilian Wittek,de GER,DF,Bochum,28,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
292,Farès Chaïbi,,AM,Eint Frankfurt,21,"€ 15,385 (£ 12,986, $15,859)","€ 800,000 (£ 675,261, $824,664)",Unverified estimation
293,Marvin Pieringer,de GER,"FW,MF",Heidenheim,24,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
294,David Nemeth,at AUT,DF,St. Pauli,23,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
295,Oladapo Afolayan,,RW,St. Pauli,27,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
296,Michael Zetterer,de GER,GK,Werder Bremen,29,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
297,Philipp Hofmann,de GER,FW,Bochum,31,"€ 15,000 (£ 12,661, $15,462)","€ 780,000 (£ 658,380, $804,047)",Unverified estimation
298,Nestory Irankunda,,RW,Bayern Munich,18,"€ 14,615 (£ 12,337, $15,066)","€ 760,000 (£ 641,498, $783,431)",Unverified estimation
299,Koji Miyoshi,jp JPN,"FW,MF",Bochum,27,"€ 14,615 (£ 12,337, $15,066)","€ 760,000 (£ 641,498, $783,431)",Unverified estimation
300,Chrislain Matsima,fr FRA,DF,Augsburg,22,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
301,Nediljko Labrovic,,GK,Augsburg,25,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
302,Phillip Tietz,de GER,FW,Augsburg,27,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
303,Samuel Essende,cd COD,FW,Augsburg,26,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
304,Marnon Busch,de GER,"DF,MF",Heidenheim,29,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
305,Patrick Mainka,de GER,DF,Heidenheim,29,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
306,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
307,Magnus Knudsen,no NOR,MF,Holstein Kiel,23,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
308,Steven Skrzybski,de GER,"MF,FW",Holstein Kiel,31,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
309,Philipp Sander,de GER,MF,Gladbach,26,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
310,Konstantinos Koulierakis,,CB,Wolfsburg,20,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
311,Marius Müller,de GER,GK,Wolfsburg,31,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
312,Yannik Keitel,de GER,MF,Stuttgart,24,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
313,Olivier Deman,be BEL,DF,Werder Bremen,24,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
314,Leopold Querfeld,at AUT,DF,Union Berlin,20,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
315,Marin Ljubicic,hr CRO,"FW,MF",Union Berlin,22,"€ 14,423 (£ 12,161, $16,144)","€ 750,000 (£ 632,394, $839,480)",Unverified estimation
316,Tim Skarke,de GER,"FW,MF",Union Berlin,27,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
317,Eren Dinkçi,de GER,"MF,FW",Freiburg,22,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
318,Jeanuël Belocian,,CB,Leverkusen,19,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
319,Matej Kovar,cz CZE,GK,Leverkusen,24,"€ 14,423 (£ 12,174, $14,868)","€ 750,000 (£ 633,057, $773,123)",Unverified estimation
320,Adrian Beck,de GER,"MF,FW",Heidenheim,27,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
321,Denis Thomalla,de GER,MF,Heidenheim,31,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
322,Mikkel Kaufmann,dk DEN,FW,Heidenheim,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
323,Rocco Reitz,de GER,MF,Gladbach,22,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
324,Marco Friedl,at AUT,DF,Werder Bremen,26,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
325,Arthur,,RB,Leverkusen,21,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
326,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,23,"€ 13,846 (£ 11,687, $14,273)","€ 720,000 (£ 607,735, $742,198)",Unverified estimation
327,Masaya Okugawa,jp JPN,LW,Augsburg,28,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
328,Junior Adamu,,CF,Freiburg,23,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
329,Matúš Bero,sk SVK,MF,Bochum,28,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
330,Jean-Mattéo Bahoya,,LW,Eint Frankfurt,19,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
331,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,23,"€ 13,462 (£ 11,363, $13,877)","€ 700,000 (£ 590,853, $721,581)",Unverified estimation
332,Philipp Lienhart,at AUT,DF,Freiburg,28,"€ 13,077 (£ 11,038, $13,480)","€ 680,000 (£ 573,972, $700,964)",Unverified estimation
333,Jonas Urbig,de GER,GK,Bayern Munich,20,"€ 12,692 (£ 10,702, $14,207)","€ 660,000 (£ 556,507, $738,742)",Unverified estimation
334,Dimitris Giannoulis,gr GRE,DF,Augsburg,28,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
335,Jackson Irvine,au AUS,MF,St. Pauli,31,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
336,Simon Zoller,de GER,CF,St. Pauli,33,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
337,Finn Jeltsch,,CB,Stuttgart,18,"€ 12,692 (£ 10,702, $14,207)","€ 660,000 (£ 556,507, $738,742)",Unverified estimation
338,Kenneth Schmidt,,CB,Freiburg,22,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
339,Kosta Nedeljkovic,,,RB Leipzig,19,"€ 12,692 (£ 10,702, $14,207)","€ 660,000 (£ 556,507, $738,742)",Unverified estimation
340,Nnamdi Collins,,CB,Eint Frankfurt,20,"€ 12,692 (£ 10,713, $13,084)","€ 660,000 (£ 557,090, $680,348)",Unverified estimation
341,Benedikt Pichler,at AUT,FW,Holstein Kiel,27,"€ 12,500 (£ 10,551, $12,885)","€ 650,000 (£ 548,650, $670,040)",Unverified estimation
342,Aurele Amenda,ch SUI,DF,Eint Frankfurt,21,"€ 12,308 (£ 10,389, $12,687)","€ 640,000 (£ 540,209, $659,731)",Unverified estimation
343,Nikolas Nartey,dk DEN,MF,Stuttgart,24,"€ 11,923 (£ 10,064, $12,291)","€ 620,000 (£ 523,327, $639,115)",Unverified estimation
344,Frans Krätzig,,LB,Heidenheim,22,"€ 11,538 (£ 9,729, $12,915)","€ 600,000 (£ 505,915, $671,584)",Unverified estimation
345,Maurides,,CF,St. Pauli,30,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
346,Thomas Kastanaras,gr GRE,CF,Stuttgart,21,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
347,Amos Pieper,de GER,DF,Werder Bremen,26,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
348,Jens Stage,dk DEN,MF,Werder Bremen,27,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
349,Danilho Doekhi,nl NED,DF,Union Berlin,26,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
350,Cristian Gamboa,cr CRC,DF,Bochum,34,"€ 11,538 (£ 9,739, $11,894)","€ 600,000 (£ 506,446, $618,498)",Unverified estimation
351,Timo Becker,de GER,DF,Holstein Kiel,27,"€ 11,346 (£ 9,577, $11,696)","€ 590,000 (£ 498,005, $608,190)",Unverified estimation
352,Umut Tohumcu,,CM,Hoffenheim,20,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
353,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,24,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
354,Derrick Köhn,de GER,"DF,FW",Werder Bremen,25,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",
355,Leopold Zingerle,de GER,GK,RB Leipzig,30,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
356,Tidiam Gomis,,LW,RB Leipzig,18,"€ 10,962 (£ 9,243, $12,269)","€ 570,000 (£ 480,619, $638,005)",Unverified estimation
357,Niklas Lomb,de GER,GK,Leverkusen,31,"€ 10,962 (£ 9,252, $11,299)","€ 570,000 (£ 481,124, $587,573)",Unverified estimation
