Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
139,Luca Mazzitelli,it ITA,MF,Como,28,"€ 49,808 (£ 42,042, $51,343)","€ 2,590,000 (£ 2,186,158, $2,669,850)",
140,Federico Gatti,it ITA,DF,Juventus,26,"€ 49,808 (£ 42,042, $51,343)","€ 2,590,000 (£ 2,186,158, $2,669,850)",
141,Nikola Vlašić,hr CRO,"MF,FW",Torino,26,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
142,Boulaye Dia,sn SEN,"MF,FW",Lazio,27,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
143,Éderson,br BRA,MF,Atalanta,25,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
144,Sead Kolašinac,ba BIH,DF,Atalanta,31,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
145,Gianluca Busio,us USA,MF,Venezia,22,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
146,Zeki Çelik,tr TUR,DF,Roma,27,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
147,Yunus Musah,us USA,"MF,FW",Milan,21,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
148,Timothy Weah,us USA,"DF,FW",Juventus,24,"€ 49,231 (£ 41,555, $50,749)","€ 2,560,000 (£ 2,160,835, $2,638,925)",
149,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,23,"€ 46,346 (£ 39,120, $47,775)","€ 2,410,000 (£ 2,034,224, $2,484,301)",
150,Luca Pellegrini,it ITA,DF,Lazio,25,"€ 46,346 (£ 39,120, $47,775)","€ 2,410,000 (£ 2,034,224, $2,484,301)",
151,Tijjani Noslin,nl NED,"FW,MF",Lazio,25,"€ 46,346 (£ 39,120, $47,775)","€ 2,410,000 (£ 2,034,224, $2,484,301)",
152,Florian Thauvin,fr FRA,"FW,MF",Udinese,31,"€ 44,423 (£ 37,496, $45,793)","€ 2,310,000 (£ 1,949,816, $2,381,218)",
153,Lucas Beltrán,,CF,Fiorentina,23,"€ 44,423 (£ 37,496, $45,793)","€ 2,310,000 (£ 1,949,816, $2,381,218)",
154,Valentín Castellanos,ar ARG,FW,Lazio,25,"€ 44,423 (£ 37,496, $45,793)","€ 2,310,000 (£ 1,949,816, $2,381,218)",
155,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26,"€ 44,423 (£ 37,496, $45,793)","€ 2,310,000 (£ 1,949,816, $2,381,218)",
156,Juan Miranda,es ESP,DF,Bologna,24,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",Unverified estimation
157,Sergi Roberto,es ESP,MF,Como,32,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",Unverified estimation
158,Amir Richardson,ma MAR,MF,Fiorentina,22,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
159,Andrea Colpani,it ITA,"FW,MF",Fiorentina,25,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
160,David de Gea,es ESP,GK,Fiorentina,33,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
161,Luca Ranieri,it ITA,DF,Fiorentina,25,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",Unverified estimation
162,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,26,"€ 42,692 (£ 35,998, $47,786)","€ 2,220,000 (£ 1,871,886, $2,484,861)",
163,Patric,es ESP,DF,Lazio,31,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
164,Alfred Duncan,gh GHA,MF,Venezia,31,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",Unverified estimation
165,Devyne Rensch,nl NED,DF,Roma,21,"€ 42,692 (£ 35,998, $47,786)","€ 2,220,000 (£ 1,871,886, $2,484,861)",
166,Rafa Marín,,CB,Napoli,22,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
167,Juan David Cabal,co COL,DF,Juventus,23,"€ 42,692 (£ 36,036, $44,009)","€ 2,220,000 (£ 1,873,849, $2,288,443)",
168,Lloyd Kelly,eng ENG,DF,Juventus,25,"€ 42,692 (£ 35,998, $47,786)","€ 2,220,000 (£ 1,871,886, $2,484,861)",
169,Tijjani Reijnders,nl NED,MF,Milan,26,"€ 41,923 (£ 35,386, $43,216)","€ 2,180,000 (£ 1,840,086, $2,247,210)",
170,Suat Serdar,de GER,MF,Hellas Verona,27,"€ 39,423 (£ 33,276, $40,639)","€ 2,050,000 (£ 1,730,356, $2,113,202)",Unverified estimation
171,Pablo Marí,es ESP,DF,Monza,30,"€ 39,423 (£ 33,276, $40,639)","€ 2,050,000 (£ 1,730,356, $2,113,202)",
172,Toma Bašić,hr CRO,MF,Lazio,27,"€ 39,423 (£ 33,276, $40,639)","€ 2,050,000 (£ 1,730,356, $2,113,202)",
173,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,23,"€ 39,423 (£ 33,276, $40,639)","€ 2,050,000 (£ 1,730,356, $2,113,202)",
174,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,34,"€ 39,231 (£ 33,114, $40,440)","€ 2,040,000 (£ 1,721,916, $2,102,893)",
175,Florinel Coman,,LW,Cagliari,26,"€ 38,462 (£ 32,430, $43,050)","€ 2,000,000 (£ 1,686,384, $2,238,613)",Unverified estimation
176,Tommaso Baldanzi,it ITA,"MF,FW",Roma,21,"€ 38,462 (£ 32,464, $39,647)","€ 2,000,000 (£ 1,688,153, $2,061,660)",
177,Gerard Deulofeu,es ESP,CF,Udinese,30,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",Unverified estimation
178,Valentino Lazaro,at AUT,"DF,FW",Torino,28,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",Unverified estimation
179,Dodô,br BRA,DF,Fiorentina,25,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
180,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,28,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",Unverified estimation
181,Gustav Isaksen,,RW,Lazio,23,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
182,Lazar Samardzic,rs SRB,MF,Atalanta,22,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
183,Rui Patrício,pt POR,GK,Atalanta,36,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
184,Junior Sambia,fr FRA,"DF,FW",Empoli,27,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",Unverified estimation
185,Yerry Mina,co COL,DF,Cagliari,29,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
186,Eldor Shomurodov,uz UZB,"FW,MF",Roma,29,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
187,Mathías Olivera,uy URU,DF,Napoli,26,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
188,Yann Aurel Bisseck,de GER,DF,Inter,23,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
189,Dennis Man,ro ROU,"FW,MF",Parma,25,"€ 36,923 (£ 31,166, $38,061)","€ 1,920,000 (£ 1,620,627, $1,979,194)",
190,Nicolás Valentini,ar ARG,DF,Hellas Verona,23,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",
191,Borna Sosa,hr CRO,DF,Torino,26,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
192,Yann Karamoh,fr FRA,"MF,FW",Torino,26,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
193,Davide Calabria,it ITA,DF,Bologna,27,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",
194,Nicolò Casale,it ITA,DF,Bologna,26,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
195,Remo Freuler,ch SUI,MF,Bologna,32,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
196,Tommaso Pobega,it ITA,MF,Bologna,25,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
197,Alessio Cragno,it ITA,GK,Monza,30,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
198,Danilo D'Ambrosio,it ITA,DF,Monza,35,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
199,Gaetano Castrovilli,it ITA,MF,Monza,27,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",
200,Stefano Sensi,it ITA,MF,Monza,28,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
201,Alberto Dossena,it ITA,DF,Como,25,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
202,Máximo Perrone,,DM,Como,21,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
203,Edoardo Bove,it ITA,"MF,FW",Fiorentina,22,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
204,Michael Kayode,,RB,Fiorentina,20,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
205,Nicolò Zaniolo,it ITA,FW,Fiorentina,25,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",
206,Fabio Miretti,it ITA,"MF,FW",Genoa,20,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
207,Loum Tchaouna,fr FRA,"FW,MF",Lazio,20,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
208,Marco Brescianini,it ITA,MF,Atalanta,24,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
209,Mario Pašalić,hr CRO,MF,Atalanta,29,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
210,Marten de Roon,nl NED,"MF,DF",Atalanta,33,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
211,Odilon Kossounou,ci CIV,DF,Atalanta,23,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
212,Rafael Tolói,it ITA,DF,Atalanta,33,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
213,Ionuț Radu,ro ROU,GK,Venezia,27,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",Unverified estimation
214,Jakub Jankto,cz CZE,MF,Cagliari,28,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
215,Nicolas Viola,it ITA,"FW,MF",Cagliari,34,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
216,Sebastiano Luperto,it ITA,DF,Cagliari,27,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
217,Samuel Dahl,,LB,Roma,21,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
218,Saud Abdulhamid,,RB,Roma,25,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
219,Juan Jesus,br BRA,DF,Napoli,33,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
220,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,29,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",
221,Philip Billing,dk DEN,MF,Napoli,28,"€ 35,577 (£ 29,998, $39,821)","€ 1,850,000 (£ 1,559,905, $2,070,717)",Unverified estimation
222,Ante Rebić,hr CRO,"FW,MF",Lecce,30,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
223,Kevin Bonifazi,it ITA,DF,Lecce,28,"€ 35,577 (£ 30,030, $36,674)","€ 1,850,000 (£ 1,561,541, $1,907,036)",Unverified estimation
224,Perr Schuurs,nl NED,CB,Torino,24,"€ 34,423 (£ 29,056, $35,484)","€ 1,790,000 (£ 1,510,897, $1,845,186)",
225,Milan Badelj,hr CRO,MF,Genoa,35,"€ 34,423 (£ 29,056, $35,484)","€ 1,790,000 (£ 1,510,897, $1,845,186)",
226,Christian Kabasele,be BEL,DF,Udinese,33,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",Unverified estimation
227,Saúl Coco,gq EQG,DF,Torino,25,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",Unverified estimation
228,Łukasz Skorupski,pl POL,GK,Bologna,33,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
229,Gianluca Caprari,it ITA,"MF,FW",Monza,31,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
230,Jean-Daniel Akpa-Akpro,ci CIV,"MF,DF",Monza,31,"€ 32,115 (£ 27,079, $35,947)","€ 1,670,000 (£ 1,408,130, $1,869,242)",
231,Emil Audero,id IDN,GK,Como,27,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",Unverified estimation
232,Pietro Terracciano,it ITA,GK,Fiorentina,34,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
233,Davide Zappacosta,it ITA,DF,Atalanta,32,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
234,Isak Hien,,CB,Atalanta,26,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
235,Nicolas Haas,ch SUI,MF,Empoli,28,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
236,Joel Pohjanpalo,fi FIN,FW,Venezia,29,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",Unverified estimation
237,Enrico Del Prato,it ITA,DF,Parma,24,"€ 32,115 (£ 27,108, $33,106)","€ 1,670,000 (£ 1,409,607, $1,721,486)",
238,Ivan Ilić,rs SRB,MF,Torino,23,"€ 29,615 (£ 24,998, $30,528)","€ 1,540,000 (£ 1,299,878, $1,587,478)",
239,Cyril Ngonge,be BEL,FW,Napoli,24,"€ 29,615 (£ 24,998, $30,528)","€ 1,540,000 (£ 1,299,878, $1,587,478)",
240,Amin Sarr,se SWE,FW,Hellas Verona,23,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
241,Matteo Pessina,it ITA,MF,Monza,27,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",
242,Patrick Ciurria,it ITA,"MF,DF",Monza,29,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",Unverified estimation
243,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,28,"€ 28,462 (£ 23,999, $31,857)","€ 1,480,000 (£ 1,247,924, $1,656,574)",Unverified estimation
244,Anastasios Douvikas,gr GRE,FW,Como,24,"€ 28,462 (£ 23,999, $31,857)","€ 1,480,000 (£ 1,247,924, $1,656,574)",Unverified estimation
245,Simone Verdi,it ITA,"MF,FW",Como,32,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",Unverified estimation
246,Abdelhamid Sabiri,ma MAR,AM,Fiorentina,27,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",Unverified estimation
247,Pierluigi Gollini,it ITA,GK,Genoa,29,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",Unverified estimation
248,Berat Djimsiti,al ALB,DF,Atalanta,31,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",
249,Liam Henderson,sct SCO,MF,Empoli,28,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",
250,Filippo Terracciano,,RB,Milan,21,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",
251,Renato Veiga,,,Juventus,21,"€ 28,462 (£ 23,999, $31,857)","€ 1,480,000 (£ 1,247,924, $1,656,574)",Unverified estimation
252,Tiago Djaló,pt POR,CB,Juventus,24,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",
253,Matteo Cancellieri,it ITA,"FW,MF",Parma,22,"€ 28,462 (£ 24,024, $29,339)","€ 1,480,000 (£ 1,249,233, $1,525,629)",Unverified estimation
254,Lautaro Gianetti,ar ARG,DF,Udinese,30,"€ 26,731 (£ 22,563, $27,555)","€ 1,390,000 (£ 1,173,266, $1,432,854)",Unverified estimation
255,Nicolò Fagioli,it ITA,MF,Fiorentina,23,"€ 26,731 (£ 22,539, $29,920)","€ 1,390,000 (£ 1,172,037, $1,555,836)",Unverified estimation
256,Jean Onana,cm CMR,MF,Genoa,24,"€ 26,731 (£ 22,539, $29,920)","€ 1,390,000 (£ 1,172,037, $1,555,836)",
257,Maxwel Cornet,ci CIV,"FW,MF",Genoa,27,"€ 26,731 (£ 22,539, $29,920)","€ 1,390,000 (£ 1,172,037, $1,555,836)",Unverified estimation
258,Jesse Joronen,fi FIN,GK,Venezia,31,"€ 26,731 (£ 22,563, $27,555)","€ 1,390,000 (£ 1,173,266, $1,432,854)",Unverified estimation
259,Mandela Keita,be BEL,MF,Parma,22,"€ 26,731 (£ 22,563, $27,555)","€ 1,390,000 (£ 1,173,266, $1,432,854)",Unverified estimation
260,Jurgen Ekkelenkamp,nl NED,MF,Udinese,24,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
261,Oumar Solet,fr FRA,DF,Udinese,24,"€ 25,000 (£ 21,080, $27,983)","€ 1,300,000 (£ 1,096,149, $1,455,099)",Unverified estimation
262,Marcus Pedersen,no NOR,DF,Torino,24,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
263,Vanja Milinković-Savić,rs SRB,GK,Torino,27,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
264,Alberto Moreno,es ESP,DF,Como,32,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
265,Daniele Baselli,it ITA,MF,Como,32,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
266,Mattia Bani,it ITA,DF,Genoa,30,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",
267,Alberto Grassi,it ITA,MF,Empoli,29,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",
268,Marco Silvestri,it ITA,GK,Empoli,33,"€ 25,000 (£ 21,080, $27,983)","€ 1,300,000 (£ 1,096,149, $1,455,099)",Unverified estimation
269,Kike Pérez,es ESP,MF,Venezia,27,"€ 25,000 (£ 21,080, $27,983)","€ 1,300,000 (£ 1,096,149, $1,455,099)",Unverified estimation
270,Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,35,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",
271,Frederic Guilbert,fr FRA,DF,Lecce,29,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
272,Domagoj Bradarić,hr CRO,DF,Hellas Verona,24,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
273,Adam Masina,ma MAR,DF,Torino,30,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
274,Adrien Tameze,cm CMR,"MF,DF",Torino,30,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
275,Lewis Ferguson,sct SCO,MF,Bologna,24,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
276,Aarón Martín,es ESP,DF,Genoa,27,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
277,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,31,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
278,Mario Gila,,CB,Lazio,24,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
279,Pietro Pellegri,it ITA,FW,Empoli,23,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
280,Christian Gytkjær,dk DEN,FW,Venezia,34,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
281,Răzvan Marin,ro ROU,MF,Cagliari,28,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
282,Alexis Saelemaekers,be BEL,"DF,FW",Roma,25,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
283,Mile Svilar,rs SRB,GK,Roma,24,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",
284,Noah Okafor,ch SUI,"FW,MF",Napoli,24,"€ 24,615 (£ 20,756, $27,552)","€ 1,280,000 (£ 1,079,286, $1,432,713)",
285,Luca Caldirola,it ITA,DF,Monza,33,"€ 24,231 (£ 20,453, $24,978)","€ 1,260,000 (£ 1,063,536, $1,298,846)",Unverified estimation
286,Nikola Moro,hr CRO,MF,Bologna,26,"€ 23,846 (£ 20,128, $24,581)","€ 1,240,000 (£ 1,046,655, $1,278,229)",Unverified estimation
287,Hassane Kamara,ci CIV,DF,Udinese,30,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
288,Jesper Karlström,,DM,Udinese,29,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
289,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",
290,Gvidas Gineitis,,CM,Torino,20,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
291,Sebastian Walukiewicz,pl POL,DF,Torino,24,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
292,Jens Odgaard,dk DEN,"MF,FW",Bologna,25,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
293,Nicolò Cambiaghi,it ITA,FW,Bologna,23,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
294,Daniel Maldini,it ITA,"MF,FW",Monza,22,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
295,Dany Mota,pt POR,"FW,MF",Monza,26,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
296,Tomás Palacios,,CB,Monza,21,"€ 21,346 (£ 17,999, $23,893)","€ 1,110,000 (£ 935,943, $1,242,430)",
297,Marc-Oliver Kempf,de GER,DF,Como,29,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
298,Cher Ndour,,CM,Fiorentina,20,"€ 21,346 (£ 17,999, $23,893)","€ 1,110,000 (£ 935,943, $1,242,430)",
299,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,25,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",
300,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,30,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
301,Youssef Maleh,ma MAR,MF,Empoli,25,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",
302,Antonio Candela,it ITA,DF,Venezia,24,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
303,Cheick Oumar Conde,gn GUI,MF,Venezia,24,"€ 21,346 (£ 17,999, $23,893)","€ 1,110,000 (£ 935,943, $1,242,430)",Unverified estimation
304,John Yeboah,ec ECU,"FW,MF",Venezia,24,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
305,José Luis Palomino,ar ARG,DF,Cagliari,34,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
306,Zito Luvumbo,,CF,Cagliari,22,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
307,Álex Jiménez,,LB,Milan,19,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
308,Nahuel Estévez,ar ARG,MF,Parma,28,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
309,Pontus Almqvist,se SWE,"FW,MF",Parma,25,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
310,Federico Baschirotto,it ITA,DF,Lecce,27,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
311,Wladimiro Falcone,it ITA,GK,Lecce,29,"€ 21,346 (£ 18,018, $22,004)","€ 1,110,000 (£ 936,925, $1,144,221)",Unverified estimation
