Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
495,Daniele Ghilardi,,CB,Hellas Verona,22,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
496,Diego Coppola,it ITA,DF,Hellas Verona,20,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
497,Simone Perilli,it ITA,GK,Hellas Verona,29,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
498,Estanis Pedrola,,LW,Bologna,21,"€ 8,846 (£ 7,459, $9,902)","€ 460,000 (£ 387,868, $514,881)",Unverified estimation
499,Tommaso Corazza,,LB,Bologna,20,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
500,Ignace Van Der Brempt,be BEL,DF,Como,22,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
501,Iván Azón,,CF,Como,22,"€ 8,846 (£ 7,459, $9,902)","€ 460,000 (£ 387,868, $514,881)",Unverified estimation
502,Matthias Braunöder,at AUT,MF,Como,22,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
503,Moutir Chajia,be BEL,AM,Como,26,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
504,Mario Balotelli,it ITA,"FW,MF",Genoa,33,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",
505,Nicola Leali,it ITA,GK,Genoa,31,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
506,Mattia Felici,it ITA,"MF,FW",Cagliari,23,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
507,Alessandro Circati,,CB,Parma,21,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
508,Andy Pelmard,fr FRA,DF,Lecce,24,"€ 8,846 (£ 7,467, $9,119)","€ 460,000 (£ 388,275, $474,182)",Unverified estimation
509,Danilo Veiga,,RB,Lecce,22,"€ 8,846 (£ 7,459, $9,902)","€ 460,000 (£ 387,868, $514,881)",Unverified estimation
510,Oier Zarraga,es ESP,MF,Udinese,25,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
511,Jackson Tchatchoua,,RB,Hellas Verona,23,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
512,Gino Infantino,ar ARG,MF,Fiorentina,21,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
513,Jay Idzes,id IDN,DF,Venezia,24,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
514,Michael Svoboda,at AUT,DF,Venezia,25,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
515,Nikola Krstović,,CF,Lecce,24,"€ 8,654 (£ 7,305, $8,921)","€ 450,000 (£ 379,834, $463,874)",Unverified estimation
516,Matteo Prati,,DM,Cagliari,21,"€ 8,462 (£ 7,142, $8,722)","€ 440,000 (£ 371,394, $453,565)",Unverified estimation
517,Amine Salama,fr FRA,FW,Torino,24,"€ 7,885 (£ 6,648, $8,825)","€ 410,000 (£ 345,709, $458,916)",Unverified estimation
518,Francesco Zampano,it ITA,DF,Venezia,30,"€ 7,885 (£ 6,655, $8,128)","€ 410,000 (£ 346,071, $422,640)",Unverified estimation
519,Hamza Rafia,tn TUN,MF,Lecce,25,"€ 7,885 (£ 6,655, $8,128)","€ 410,000 (£ 346,071, $422,640)",Unverified estimation
520,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,29,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",
521,Pedro Pereira,pt POR,DF,Monza,26,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
522,Warren Bondo,fr FRA,MF,Monza,20,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
523,Bjarki Bjarkason,is ISL,"DF,MF",Venezia,24,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
524,Simone Scuffet,it ITA,GK,Cagliari,28,"€ 7,308 (£ 6,168, $7,533)","€ 380,000 (£ 320,749, $391,715)",Unverified estimation
525,Daniele Padelli,it ITA,GK,Udinese,38,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
526,Juan Cruz,ar ARG,CF,Hellas Verona,25,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
527,Tobias Slotsager,,CB,Hellas Verona,19,"€ 7,115 (£ 6,000, $7,964)","€ 370,000 (£ 311,981, $414,143)",Unverified estimation
528,Lorenzo De Silvestri,it ITA,DF,Bologna,36,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",
529,Gastón Pereiro,uy URU,MF,Genoa,29,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",
530,Giorgio Altare,it ITA,DF,Venezia,25,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
531,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",
532,Issa Doumbia,,CM,Venezia,20,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
533,Luca Fiordilino,it ITA,DM,Venezia,28,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
534,Eddie Salcedo,it ITA,CF,Inter,22,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",
535,Jonas Rouhi,,LB,Juventus,20,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
536,Nicolò Savona,,RB,Juventus,21,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",
537,Gianluca Di Chiara,it ITA,"DF,MF",Parma,30,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
538,Balthazar Pierret,fr FRA,MF,Lecce,24,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
539,Medon Berisha,,CM,Lecce,21,"€ 7,115 (£ 6,006, $7,335)","€ 370,000 (£ 312,308, $381,407)",Unverified estimation
540,Emirhan İlkhan,tr TUR,CM,Torino,20,"€ 6,731 (£ 5,681, $6,938)","€ 350,000 (£ 295,427, $360,791)",
541,Mathis Lambourde,,CF,Hellas Verona,18,"€ 6,346 (£ 5,357, $6,542)","€ 330,000 (£ 278,545, $340,174)",Unverified estimation
542,Andri Fannar Baldursson,is ISL,CM,Bologna,23,"€ 6,346 (£ 5,351, $7,103)","€ 330,000 (£ 278,253, $369,371)",Unverified estimation
543,Arvid Brorsson,,CB,Monza,25,"€ 6,346 (£ 5,351, $7,103)","€ 330,000 (£ 278,253, $369,371)",Unverified estimation
544,Filippo Melegoni,it ITA,"MF,FW",Genoa,25,"€ 6,346 (£ 5,357, $6,542)","€ 330,000 (£ 278,545, $340,174)",Unverified estimation
545,Samuele Perisan,it ITA,GK,Empoli,26,"€ 6,346 (£ 5,357, $6,542)","€ 330,000 (£ 278,545, $340,174)",Unverified estimation
546,Alessio Zerbin,it ITA,DF,Venezia,25,"€ 6,346 (£ 5,351, $7,103)","€ 330,000 (£ 278,253, $369,371)",
547,Tiago Gabriel,,CB,Lecce,20,"€ 6,346 (£ 5,351, $7,103)","€ 330,000 (£ 278,253, $369,371)",Unverified estimation
548,Thomas Kristensen,,CB,Udinese,23,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
549,Liberato Cacace,nz NZL,"DF,MF",Empoli,23,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
550,Bruno,br BRA,GK,Venezia,26,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
551,Lucas Gourna-Douath,fr FRA,MF,Roma,20,"€ 6,154 (£ 5,189, $6,888)","€ 320,000 (£ 269,821, $358,178)",
552,Mohamed Kaba,fr FRA,MF,Lecce,22,"€ 6,154 (£ 5,194, $6,344)","€ 320,000 (£ 270,104, $329,866)",Unverified estimation
553,Jeff Ekhator,,CF,Genoa,18,"€ 5,962 (£ 5,027, $6,673)","€ 310,000 (£ 261,389, $346,985)",Unverified estimation
554,Devis Vásquez,,GK,Empoli,26,"€ 5,962 (£ 5,032, $6,145)","€ 310,000 (£ 261,664, $319,557)",Unverified estimation
555,Christian Corradi,,CB,Hellas Verona,19,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
556,Alieu Njie,,LW,Torino,19,"€ 5,769 (£ 4,865, $6,458)","€ 300,000 (£ 252,958, $335,792)",Unverified estimation
557,Franz Stolz,,GK,Genoa,23,"€ 5,769 (£ 4,870, $5,947)","€ 300,000 (£ 253,223, $309,249)",Unverified estimation
558,Arthur Atta,,DM,Udinese,21,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
559,Iker Bravo,es ESP,"FW,MF",Udinese,19,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
560,Luca Monticelli,,CF,Hellas Verona,19,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
561,Mattia Chiesa,it ITA,GK,Hellas Verona,24,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
562,Reda Belahyane,,DM,Hellas Verona,20,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
563,Yllan Okou,,CB,Hellas Verona,21,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
564,Ali Dembélé,,RB,Torino,21,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
565,Zanos Savva,,RW,Torino,19,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
566,Nicola Bagnolini,,GK,Bologna,20,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
567,Niklas Pyyhtiä,,CM,Bologna,20,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
568,Kevin Zeroli,,CM,Monza,20,"€ 5,385 (£ 4,540, $6,027)","€ 280,000 (£ 236,094, $313,406)",Unverified estimation
569,Ben Lhassine Kone,ci CIV,MF,Como,24,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",
570,Marco Sala,it ITA,DF,Como,25,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
571,Sebastian Otoa,,CB,Genoa,20,"€ 5,385 (£ 4,540, $6,027)","€ 280,000 (£ 236,094, $313,406)",Unverified estimation
572,Fali Candé,gw GNB,DF,Venezia,26,"€ 5,385 (£ 4,540, $6,027)","€ 280,000 (£ 236,094, $313,406)",Unverified estimation
573,Franco Carboni,it ITA,DF,Venezia,21,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
574,Matteo Grandi,it ITA,GK,Venezia,31,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",Unverified estimation
575,Buba Sangaré,,RB,Roma,17,"€ 5,385 (£ 4,540, $6,027)","€ 280,000 (£ 236,094, $313,406)",Unverified estimation
576,Raffaele Di Gennaro,it ITA,GK,Inter,30,"€ 5,385 (£ 4,545, $5,551)","€ 280,000 (£ 236,341, $288,632)",
577,Elijah Scott,,CB,Lecce,19,"€ 5,385 (£ 4,540, $6,027)","€ 280,000 (£ 236,094, $313,406)",Unverified estimation
578,Woyo Coulibaly,fr FRA,DF,Parma,25,"€ 5,192 (£ 4,383, $5,352)","€ 270,000 (£ 227,901, $278,324)",
579,Daniel Oyegoke,,RB,Hellas Verona,22,"€ 5,000 (£ 4,216, $5,597)","€ 260,000 (£ 219,230, $291,020)",Unverified estimation
580,Daniele Sommariva,it ITA,GK,Genoa,27,"€ 5,000 (£ 4,220, $5,154)","€ 260,000 (£ 219,460, $268,016)",Unverified estimation
581,Antoine Hainaut,,CM,Parma,22,"€ 5,000 (£ 4,220, $5,154)","€ 260,000 (£ 219,460, $268,016)",Unverified estimation
582,Kingstone Mutandwa,,CF,Cagliari,21,"€ 4,615 (£ 3,896, $4,758)","€ 240,000 (£ 202,578, $247,399)",Unverified estimation
583,Federico Magro,,GK,Hellas Verona,19,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
584,Davide Diaw,it ITA,CF,Monza,32,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
585,Semuel Pizzignacco,it ITA,GK,Monza,22,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
586,Stefan Leković,,CB,Monza,21,"€ 4,231 (£ 3,567, $4,736)","€ 220,000 (£ 185,502, $246,247)",Unverified estimation
587,Marco Palestra,,RM,Atalanta,19,"€ 4,231 (£ 3,567, $4,736)","€ 220,000 (£ 185,502, $246,247)",Unverified estimation
588,Magnus Kofod Andersen,dk DEN,MF,Venezia,25,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
589,Alen Sherri,,GK,Cagliari,27,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
590,Anas Haj Mohamed,,RW,Parma,19,"€ 4,231 (£ 3,571, $4,361)","€ 220,000 (£ 185,697, $226,783)",Unverified estimation
591,Matteo Palma,,CB,Udinese,16,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
592,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,26,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",
593,Junior Ajayi,,CF,Hellas Verona,20,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
594,Alessandro Bianco,it ITA,MF,Monza,21,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
595,Ali Jasim,,LW,Como,20,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
596,Lucas Da Cunha,fr FRA,MF,Como,23,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
597,Pierre Bolchini,it ITA,GK,Como,25,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
598,Honest Ahanor,,LB,Genoa,16,"€ 3,654 (£ 3,081, $4,090)","€ 190,000 (£ 160,206, $212,668)",Unverified estimation
599,Lior Kassa,,DM,Genoa,19,"€ 3,654 (£ 3,081, $4,090)","€ 190,000 (£ 160,206, $212,668)",Unverified estimation
600,Francesco Rossi,it ITA,GK,Atalanta,33,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",
601,Marco Carnesecchi,it ITA,GK,Atalanta,24,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",
602,Emmanuel Ekong,se SWE,"MF,FW",Empoli,22,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
603,Federico Brancolini,it ITA,GK,Empoli,23,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
604,Luca Belardinelli,it ITA,MF,Empoli,23,"€ 3,654 (£ 3,084, $3,767)","€ 190,000 (£ 160,375, $195,858)",Unverified estimation
605,Joel Voelkerling Persson,,CF,Lecce,22,"€ 3,654 (£ 3,112, $4,074)","€ 190,000 (£ 161,825, $211,832)",Unverified estimation
606,Joselito,,DM,Hellas Verona,20,"€ 3,269 (£ 2,759, $3,370)","€ 170,000 (£ 143,493, $175,241)",Unverified estimation
607,Karlson Nwanege,,CB,Hellas Verona,19,"€ 3,269 (£ 2,759, $3,370)","€ 170,000 (£ 143,493, $175,241)",Unverified estimation
