Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
506,Alan Do Marcolino,,CF,Rennes,22,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
507,Mahamadou Nagida,,LB,Rennes,19,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
508,Wilson Samaké,,CF,Rennes,20,"€ 2,308 (£ 1,946, $2,583)","€ 120,000 (£ 101,183, $134,317)",Unverified estimation
509,Abdoul Ouattara,,RW,Strasbourg,19,"€ 2,308 (£ 1,946, $2,583)","€ 120,000 (£ 101,183, $134,317)",Unverified estimation
510,Mohamed Bechikh,,CF,Strasbourg,19,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
511,Nolan Ferro,,CM,Strasbourg,18,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
512,Samuel Amo-Ameyaw,,RW,Strasbourg,18,"€ 2,308 (£ 1,946, $2,583)","€ 120,000 (£ 101,183, $134,317)",Unverified estimation
513,Tidiane Diallo,,AM,Strasbourg,18,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
514,Lisandru Olmeta,,GK,Lille,19,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
515,Mathis Amougou,,CM,Saint-Étienne,18,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
516,Florent da Silva,fr FRA,CM,Lyon,21,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
517,Justin Bengui Joao,,GK,Lyon,19,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
518,Dehmaine Tabibou,,CM,Nantes,19,"€ 2,308 (£ 1,946, $2,583)","€ 120,000 (£ 101,183, $134,317)",Unverified estimation
519,Axel Camblan,,LM,Brest,21,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
520,Hamzat Ojediran,,DM,Lens,20,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
521,Yann Lienard,,GK,Monaco,21,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
522,Ibrahim Mbaye,,RW,Paris S-G,17,"€ 2,308 (£ 1,948, $2,379)","€ 120,000 (£ 101,289, $123,700)",Unverified estimation
523,Guédé Nadje,,CF,Angers,20,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
524,Justin-Noël Kalumba,,RW,Angers,20,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
525,Sidiki Chérif,,LW,Angers,18,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
526,Abdoul Koné,,CB,Reims,19,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
527,Nhoa Sangui,,LB,Reims,18,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
528,Herba Guirassy,,LW,Nantes,18,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
529,Louis Leroux,,AM,Nantes,19,"€ 1,923 (£ 1,622, $2,153)","€ 100,000 (£ 84,319, $111,931)",Unverified estimation
530,Sidi Bane,,CB,Lens,20,"€ 1,923 (£ 1,623, $1,982)","€ 100,000 (£ 84,408, $103,083)",Unverified estimation
531,Aristide Zossou,,LW,Auxerre,19,"€ 1,731 (£ 1,459, $1,937)","€ 90,000 (£ 75,887, $100,738)",Unverified estimation
532,Paul Argney,,GK,Le Havre,18,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
533,Walid Hasbi,,GK,Strasbourg,20,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
534,Yoni Gomis,,CB,Strasbourg,18,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
535,Justin Bourgault,,LB,Brest,19,"€ 1,731 (£ 1,459, $1,937)","€ 90,000 (£ 75,887, $100,738)",Unverified estimation
536,Luck Zogbé,,RB,Brest,19,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
537,Ismaëlo Ganiou,,CB,Lens,19,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
538,Tom Pouilly,,DM,Lens,21,"€ 1,731 (£ 1,461, $1,784)","€ 90,000 (£ 75,967, $92,775)",Unverified estimation
539,Ben Viadere,,AM,Auxerre,19,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
540,Tom Negrel,,GK,Auxerre,21,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
541,Ismaïl Bouneb,,AM,Le Havre,18,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
542,Ruben Londja,,RW,Le Havre,18,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
543,Marius Courcoul,,CB,Angers,17,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
544,Oumar Pona,,GK,Angers,18,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
545,Noah Jauny,,GK,Brest,20,"€ 1,538 (£ 1,299, $1,586)","€ 80,000 (£ 67,526, $82,466)",Unverified estimation
