Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
1,Ousmane Dembélé,fr FRA,FW,Paris S-G,27,"€ 384,615 (£ 324,645, $396,473)","€ 20,000,000 (£ 16,881,526, $20,616,602)",
2,Lucas Hernández,fr FRA,DF,Paris S-G,28,"€ 365,385 (£ 308,413, $376,649)","€ 19,000,000 (£ 16,037,450, $19,585,772)",
3,Marquinhos,br BRA,CB,Paris S-G,30,"€ 323,077 (£ 272,702, $333,037)","€ 16,800,000 (£ 14,180,482, $17,317,946)",Unverified estimation
4,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,23,"€ 314,615 (£ 265,281, $352,151)","€ 16,360,000 (£ 13,794,619, $18,311,858)",
5,Milan Škriniar,sk SVK,DF,Paris S-G,29,"€ 314,615 (£ 265,559, $324,315)","€ 16,360,000 (£ 13,809,089, $16,864,380)",
6,Achraf Hakimi,ma MAR,DF,Paris S-G,25,"€ 279,808 (£ 236,179, $288,434)","€ 14,550,000 (£ 12,281,310, $14,998,578)",
7,Marco Asensio,es ESP,"FW,MF",Paris S-G,28,"€ 279,808 (£ 236,179, $288,434)","€ 14,550,000 (£ 12,281,310, $14,998,578)",
8,Gianluigi Donnarumma,it ITA,GK,Paris S-G,25,"€ 244,808 (£ 206,636, $252,355)","€ 12,730,000 (£ 10,745,092, $13,122,467)",
9,Fabián Ruiz Peña,es ESP,MF,Paris S-G,28,"€ 174,808 (£ 147,551, $180,197)","€ 9,090,000 (£ 7,672,654, $9,370,246)",
10,João Neves,,DM,Paris S-G,19,"€ 174,808 (£ 147,551, $180,197)","€ 9,090,000 (£ 7,672,654, $9,370,246)",
11,Randal Kolo Muani,fr FRA,FW,Paris S-G,25,"€ 174,808 (£ 147,551, $180,197)","€ 9,090,000 (£ 7,672,654, $9,370,246)",
12,Warren Zaïre-Emery,,CM,Paris S-G,18,"€ 161,538 (£ 136,351, $166,519)","€ 8,400,000 (£ 7,090,241, $8,658,973)",
13,Presnel Kimpembe,fr FRA,DF,Paris S-G,28,"€ 147,692 (£ 124,664, $152,246)","€ 7,680,000 (£ 6,482,506, $7,916,775)",
14,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,23,"€ 139,808 (£ 118,008, $144,118)","€ 7,270,000 (£ 6,136,435, $7,494,135)",Unverified estimation
15,Bradley Barcola,fr FRA,FW,Paris S-G,21,"€ 126,923 (£ 107,133, $130,836)","€ 6,600,000 (£ 5,570,904, $6,803,479)",
16,Adrien Rabiot,fr FRA,MF,Marseille,29,"€ 122,308 (£ 103,237, $126,078)","€ 6,360,000 (£ 5,368,325, $6,556,079)",
17,Pierre Højbjerg,dk DEN,MF,Marseille,28,"€ 118,846 (£ 100,210, $133,025)","€ 6,180,000 (£ 5,210,926, $6,917,315)",
18,Alexandre Lacazette,fr FRA,FW,Lyon,33,"€ 115,385 (£ 97,393, $118,942)","€ 6,000,000 (£ 5,064,458, $6,184,981)",
19,Nemanja Matić,rs SRB,MF,Lyon,35,"€ 115,385 (£ 97,393, $118,942)","€ 6,000,000 (£ 5,064,458, $6,184,981)",
20,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,28,"€ 110,577 (£ 93,335, $113,986)","€ 5,750,000 (£ 4,853,439, $5,927,273)",Unverified estimation
21,Folarin Balogun,us USA,FW,Monaco,23,"€ 110,577 (£ 93,335, $113,986)","€ 5,750,000 (£ 4,853,439, $5,927,273)",Unverified estimation
22,Gonçalo Ramos,pt POR,FW,Paris S-G,23,"€ 105,769 (£ 89,277, $109,030)","€ 5,500,000 (£ 4,642,420, $5,669,566)",
23,Ismaël Bennacer,dz ALG,MF,Marseille,26,"€ 104,808 (£ 88,373, $117,312)","€ 5,450,000 (£ 4,595,396, $6,100,222)",
24,André Gomes,pt POR,MF,Lille,31,"€ 104,808 (£ 88,466, $108,039)","€ 5,450,000 (£ 4,600,216, $5,618,024)",Unverified estimation
25,Vitinha,pt POR,MF,Paris S-G,24,"€ 104,808 (£ 88,466, $108,039)","€ 5,450,000 (£ 4,600,216, $5,618,024)",
26,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,31,"€ 103,846 (£ 87,654, $107,048)","€ 5,400,000 (£ 4,558,012, $5,566,483)",
27,Saïd Benrahma,dz ALG,"FW,MF",Lyon,28,"€ 97,885 (£ 82,622, $100,902)","€ 5,090,000 (£ 4,296,348, $5,246,925)",Unverified estimation
28,Thilo Kehrer,de GER,DF,Monaco,27,"€ 92,885 (£ 78,402, $95,748)","€ 4,830,000 (£ 4,076,889, $4,978,909)",
29,Corentin Tolisso,fr FRA,MF,Lyon,29,"€ 92,308 (£ 77,915, $95,154)","€ 4,800,000 (£ 4,051,566, $4,947,984)",
30,Takumi Minamino,jp JPN,"MF,FW",Monaco,29,"€ 88,462 (£ 74,668, $91,189)","€ 4,600,000 (£ 3,882,751, $4,741,818)",Unverified estimation
31,Amine Gouiri,dz ALG,"FW,MF",Marseille,24,"€ 87,500 (£ 73,779, $97,939)","€ 4,550,000 (£ 3,836,523, $5,092,845)",Unverified estimation
32,Elye Wahi,fr FRA,FW,Marseille,21,"€ 87,500 (£ 73,857, $90,198)","€ 4,550,000 (£ 3,840,547, $4,690,277)",Unverified estimation
33,Mason Greenwood,eng ENG,"FW,MF",Marseille,22,"€ 87,500 (£ 73,857, $90,198)","€ 4,550,000 (£ 3,840,547, $4,690,277)",
34,Brice Samba,fr FRA,GK,Rennes,30,"€ 87,500 (£ 73,779, $97,939)","€ 4,550,000 (£ 3,836,523, $5,092,845)",
35,Seko Fofana,ci CIV,MF,Rennes,29,"€ 87,500 (£ 73,779, $97,939)","€ 4,550,000 (£ 3,836,523, $5,092,845)",
36,Moussa Niakhate,sn SEN,DF,Lyon,28,"€ 87,500 (£ 73,857, $90,198)","€ 4,550,000 (£ 3,840,547, $4,690,277)",Unverified estimation
37,Nicolás Tagliafico,ar ARG,DF,Lyon,31,"€ 87,500 (£ 73,857, $90,198)","€ 4,550,000 (£ 3,840,547, $4,690,277)",
38,Thomas Meunier,be BEL,DF,Lille,32,"€ 87,308 (£ 73,694, $89,999)","€ 4,540,000 (£ 3,832,106, $4,679,969)",Unverified estimation
39,Willian Pacho,,CB,Paris S-G,23,"€ 87,308 (£ 73,694, $89,999)","€ 4,540,000 (£ 3,832,106, $4,679,969)",Unverified estimation
40,Juan Bernat,es ESP,,Paris S-G,31,"€ 84,231 (£ 71,023, $94,280)","€ 4,380,000 (£ 3,693,180, $4,902,563)",Unverified estimation
41,Anthony Lopes,pt POR,GK,Lyon,33,"€ 80,769 (£ 68,175, $83,259)","€ 4,200,000 (£ 3,545,121, $4,329,486)",
42,Azzedine Ounahi,ma MAR,CM,Marseille,24,"€ 79,808 (£ 67,364, $82,268)","€ 4,150,000 (£ 3,502,917, $4,277,945)",Unverified estimation
43,Breel Embolo,ch SUI,"FW,MF",Monaco,27,"€ 77,308 (£ 65,254, $79,691)","€ 4,020,000 (£ 3,393,187, $4,143,937)",Unverified estimation
44,Leonardo Balerdi,ar ARG,DF,Marseille,25,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",Unverified estimation
45,Mitchel Bakker,nl NED,"FW,DF",Lille,24,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",
46,Rayan Cherki,fr FRA,"FW,MF",Lyon,20,"€ 76,923 (£ 64,929, $79,295)","€ 4,000,000 (£ 3,376,305, $4,123,320)",
47,Valentin Rongier,fr FRA,"MF,DF",Marseille,29,"€ 76,154 (£ 64,280, $78,502)","€ 3,960,000 (£ 3,342,542, $4,082,087)",
48,Denis Zakaria,ch SUI,MF,Monaco,27,"€ 75,000 (£ 63,306, $77,312)","€ 3,900,000 (£ 3,291,898, $4,020,237)",Unverified estimation
49,Chancel Mbemba,cd COD,CB,Marseille,30,"€ 73,846 (£ 62,332, $76,123)","€ 3,840,000 (£ 3,241,253, $3,958,388)",
50,Tanguy Ndombele,fr FRA,MF,Nice,27,"€ 70,000 (£ 59,085, $72,158)","€ 3,640,000 (£ 3,072,438, $3,752,222)",Unverified estimation
51,Luiz Felipe,it ITA,DF,Marseille,27,"€ 70,000 (£ 59,023, $78,351)","€ 3,640,000 (£ 3,069,218, $4,074,276)",Unverified estimation
52,Thiago Almada,ar ARG,"MF,FW",Lyon,23,"€ 66,346 (£ 55,943, $74,262)","€ 3,450,000 (£ 2,909,012, $3,861,608)",
53,Maxence Caqueret,fr FRA,MF,Lyon,24,"€ 64,615 (£ 54,540, $66,607)","€ 3,360,000 (£ 2,836,096, $3,463,589)",
54,Jonathan Clauss,fr FRA,"DF,MF",Nice,31,"€ 63,077 (£ 53,242, $65,022)","€ 3,280,000 (£ 2,768,570, $3,381,123)",Unverified estimation
55,Georges Mikautadze,ge GEO,FW,Lyon,23,"€ 62,885 (£ 53,079, $64,823)","€ 3,270,000 (£ 2,760,130, $3,370,814)",Unverified estimation
56,Jordan Veretout,fr FRA,MF,Lyon,31,"€ 62,885 (£ 53,079, $64,823)","€ 3,270,000 (£ 2,760,130, $3,370,814)",
57,Lucas Beraldo,br BRA,DF,Paris S-G,20,"€ 62,885 (£ 53,079, $64,823)","€ 3,270,000 (£ 2,760,130, $3,370,814)",Unverified estimation
58,Wilfried Zaha,ci CIV,FW,Lyon,31,"€ 62,500 (£ 52,755, $64,427)","€ 3,250,000 (£ 2,743,248, $3,350,198)",
59,Samuel Umtiti,fr FRA,DF,Lille,30,"€ 61,538 (£ 51,943, $63,436)","€ 3,200,000 (£ 2,701,044, $3,298,656)",Unverified estimation
60,Amine Harit,ma MAR,MF,Marseille,27,"€ 59,615 (£ 50,320, $61,453)","€ 3,100,000 (£ 2,616,637, $3,195,573)",Unverified estimation
61,Mohammed Salisu,gh GHA,DF,Monaco,25,"€ 59,615 (£ 50,320, $61,453)","€ 3,100,000 (£ 2,616,637, $3,195,573)",Unverified estimation
62,Matvei Safonov,ru RUS,GK,Paris S-G,25,"€ 59,423 (£ 50,158, $61,255)","€ 3,090,000 (£ 2,608,196, $3,185,265)",Unverified estimation
63,Youssoufa Moukoko,de GER,"FW,MF",Nice,19,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",
64,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,33,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
65,Neal Maupay,fr FRA,FW,Marseille,27,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",Unverified estimation
66,Krépin Diatta,sn SEN,"DF,FW",Monaco,25,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",
67,Vanderson,br BRA,DF,Monaco,23,"€ 57,692 (£ 48,697, $59,471)","€ 3,000,000 (£ 2,532,229, $3,092,490)",
68,Kyogo Furuhashi,jp JPN,FW,Rennes,29,"€ 55,769 (£ 47,024, $62,423)","€ 2,900,000 (£ 2,445,256, $3,245,989)",Unverified estimation
69,Jeremie Boga,ci CIV,"MF,FW",Nice,27,"€ 53,462 (£ 45,126, $55,110)","€ 2,780,000 (£ 2,346,532, $2,865,708)",
70,Valentín Carboni,,AM,Marseille,19,"€ 52,500 (£ 44,268, $58,764)","€ 2,730,000 (£ 2,301,914, $3,055,707)",
71,Hamed Junior Traorè,ci CIV,MF,Auxerre,24,"€ 52,500 (£ 44,314, $54,119)","€ 2,730,000 (£ 2,304,328, $2,814,166)",
72,M'Bala Nzola,ao ANG,FW,Lens,27,"€ 52,500 (£ 44,314, $54,119)","€ 2,730,000 (£ 2,304,328, $2,814,166)",
73,Désiré Doué,,LW,Paris S-G,19,"€ 52,500 (£ 44,314, $54,119)","€ 2,730,000 (£ 2,304,328, $2,814,166)",Unverified estimation
74,Ernest Nuamah,,RW,Lyon,20,"€ 52,308 (£ 44,152, $53,920)","€ 2,720,000 (£ 2,295,888, $2,803,858)",Unverified estimation
75,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,27,"€ 51,923 (£ 43,827, $53,524)","€ 2,700,000 (£ 2,279,006, $2,783,241)",Unverified estimation
76,Morgan Sanson,fr FRA,MF,Nice,29,"€ 50,000 (£ 42,204, $51,542)","€ 2,600,000 (£ 2,194,598, $2,680,158)",
77,Ludovic Blas,fr FRA,"MF,FW",Rennes,26,"€ 50,000 (£ 42,204, $51,542)","€ 2,600,000 (£ 2,194,598, $2,680,158)",Unverified estimation
78,Andy Delort,dz ALG,FW,Montpellier,32,"€ 48,846 (£ 41,187, $54,674)","€ 2,540,000 (£ 2,141,707, $2,843,039)",Unverified estimation
79,Gerónimo Rulli,ar ARG,GK,Marseille,32,"€ 48,846 (£ 41,230, $50,352)","€ 2,540,000 (£ 2,143,954, $2,618,308)",Unverified estimation
80,Rubén Blanco,es ESP,GK,Marseille,29,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",Unverified estimation
81,Ki-Jana Hoever,nl NED,DF,Auxerre,22,"€ 48,077 (£ 40,581, $49,559)","€ 2,500,000 (£ 2,110,191, $2,577,075)",
82,Moses Simon,ng NGA,"FW,MF",Nantes,29,"€ 46,154 (£ 38,957, $47,577)","€ 2,400,000 (£ 2,025,783, $2,473,992)",Unverified estimation
83,Jota,pt POR,"FW,MF",Rennes,25,"€ 45,385 (£ 38,308, $46,784)","€ 2,360,000 (£ 1,992,020, $2,432,759)",Unverified estimation
84,Duje Ćaleta-Car,hr CRO,DF,Lyon,27,"€ 45,385 (£ 38,308, $46,784)","€ 2,360,000 (£ 1,992,020, $2,432,759)",Unverified estimation
85,Steve Mandanda,fr FRA,GK,Rennes,39,"€ 43,846 (£ 37,010, $45,198)","€ 2,280,000 (£ 1,924,494, $2,350,293)",
86,Ainsley Maitland-Niles,eng ENG,DF,Lyon,26,"€ 42,308 (£ 35,711, $43,612)","€ 2,200,000 (£ 1,856,968, $2,267,826)",Unverified estimation
87,Leo Skiri Østigård,no NOR,DF,Rennes,24,"€ 42,115 (£ 35,549, $43,414)","€ 2,190,000 (£ 1,848,527, $2,257,518)",Unverified estimation
88,Joshua King,no NOR,"FW,MF",Toulouse,32,"€ 41,923 (£ 35,386, $43,216)","€ 2,180,000 (£ 1,840,086, $2,247,210)",Unverified estimation
89,Tanner Tessmann,us USA,MF,Lyon,22,"€ 41,923 (£ 35,386, $43,216)","€ 2,180,000 (£ 1,840,086, $2,247,210)",
90,Pierre Lees-Melou,fr FRA,MF,Brest,31,"€ 41,923 (£ 35,386, $43,216)","€ 2,180,000 (£ 1,840,086, $2,247,210)",Unverified estimation
91,Romain Faivre,fr FRA,"MF,FW",Brest,26,"€ 41,923 (£ 35,386, $43,216)","€ 2,180,000 (£ 1,840,086, $2,247,210)",Unverified estimation
92,Gaëtan Laborde,fr FRA,FW,Nice,30,"€ 41,538 (£ 35,062, $42,819)","€ 2,160,000 (£ 1,823,205, $2,226,593)",Unverified estimation
93,Benjamin André,fr FRA,MF,Lille,33,"€ 41,538 (£ 35,062, $42,819)","€ 2,160,000 (£ 1,823,205, $2,226,593)",
94,Ludovic Ajorque,fr FRA,FW,Brest,30,"€ 41,538 (£ 35,062, $42,819)","€ 2,160,000 (£ 1,823,205, $2,226,593)",Unverified estimation
95,Baptiste Santamaria,fr FRA,MF,Nice,29,"€ 38,462 (£ 32,430, $43,050)","€ 2,000,000 (£ 1,686,384, $2,238,613)",Unverified estimation
96,Edimilson Fernandes,ch SUI,"MF,DF",Brest,28,"€ 38,077 (£ 32,140, $39,251)","€ 1,980,000 (£ 1,671,271, $2,041,044)",Unverified estimation
97,Jonathan David,ca CAN,FW,Lille,24,"€ 37,500 (£ 31,653, $38,656)","€ 1,950,000 (£ 1,645,949, $2,010,119)",
98,Jordan Teze,nl NED,DF,Monaco,24,"€ 37,500 (£ 31,653, $38,656)","€ 1,950,000 (£ 1,645,949, $2,010,119)",Unverified estimation
99,Wilfried Singo,ci CIV,DF,Monaco,23,"€ 35,385 (£ 29,867, $36,476)","€ 1,840,000 (£ 1,553,100, $1,896,727)",Unverified estimation
100,Benjamin Lecomte,fr FRA,GK,Montpellier,33,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",Unverified estimation
101,Miha Zajc,si SVN,MF,Toulouse,30,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",
102,Amar Dedić,ba BIH,DF,Marseille,21,"€ 35,000 (£ 29,512, $39,176)","€ 1,820,000 (£ 1,534,609, $2,037,138)",Unverified estimation
103,Lilian Brassier,fr FRA,DF,Marseille,24,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",Unverified estimation
104,André Ayew,gh GHA,FW,Le Havre,34,"€ 35,000 (£ 29,512, $39,176)","€ 1,820,000 (£ 1,534,609, $2,037,138)",Unverified estimation
105,Glen Kamara,fi FIN,MF,Rennes,28,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",Unverified estimation
106,Gift Emmanuel Orban,,CF,Lyon,22,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",Unverified estimation
107,Angelo Fulgini,fr FRA,"MF,FW",Lens,27,"€ 35,000 (£ 29,543, $36,079)","€ 1,820,000 (£ 1,536,219, $1,876,111)",Unverified estimation
108,Daler Kuzyaev,ru RUS,MF,Le Havre,31,"€ 34,615 (£ 29,218, $35,683)","€ 1,800,000 (£ 1,519,337, $1,855,494)",Unverified estimation
109,Ismaily,br BRA,DF,Lille,34,"€ 34,615 (£ 29,218, $35,683)","€ 1,800,000 (£ 1,519,337, $1,855,494)",Unverified estimation
110,Mohamed Lamine Bayo,gn GUI,FW,Lille,26,"€ 34,615 (£ 29,218, $35,683)","€ 1,800,000 (£ 1,519,337, $1,855,494)",
111,Mostafa Mohamed,eg EGY,FW,Nantes,26,"€ 34,038 (£ 28,731, $35,088)","€ 1,770,000 (£ 1,494,015, $1,824,569)",
112,Florent Mollet,fr FRA,"MF,FW",Nantes,32,"€ 31,538 (£ 26,621, $32,511)","€ 1,640,000 (£ 1,384,285, $1,690,561)",Unverified estimation
113,Facundo Medina,ar ARG,DF,Lens,25,"€ 31,538 (£ 26,621, $32,511)","€ 1,640,000 (£ 1,384,285, $1,690,561)",Unverified estimation
114,Bafodé Diakité,fr FRA,DF,Lille,23,"€ 30,000 (£ 25,322, $30,925)","€ 1,560,000 (£ 1,316,759, $1,608,095)",Unverified estimation
115,Đorđe Petrović,rs SRB,GK,Strasbourg,24,"€ 29,808 (£ 25,160, $30,727)","€ 1,550,000 (£ 1,308,318, $1,597,787)",Unverified estimation
116,Sekou Mara,fr FRA,"FW,MF",Strasbourg,22,"€ 29,808 (£ 25,160, $30,727)","€ 1,550,000 (£ 1,308,318, $1,597,787)",Unverified estimation
117,Chuba Akpom,eng ENG,FW,Lille,28,"€ 29,808 (£ 25,134, $33,364)","€ 1,550,000 (£ 1,306,947, $1,734,925)",Unverified estimation
118,Przemysław Frankowski,pl POL,DF,Lens,29,"€ 29,808 (£ 25,160, $30,727)","€ 1,550,000 (£ 1,308,318, $1,597,787)",Unverified estimation
119,Mark McKenzie,us USA,DF,Toulouse,25,"€ 29,615 (£ 24,998, $30,528)","€ 1,540,000 (£ 1,299,878, $1,587,478)",Unverified estimation
120,Dante,br BRA,DF,Nice,40,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",
121,Mohamed Daramy,,LW,Reims,23,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
122,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,22,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
123,Andrew Omobamidele,ie IRL,DF,Strasbourg,22,"€ 28,846 (£ 24,323, $32,288)","€ 1,500,000 (£ 1,264,788, $1,678,960)",Unverified estimation
124,Alban Lafont,fr FRA,GK,Nantes,25,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
125,Kevin Danso,at AUT,DF,Lens,25,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
126,Ruben Aguilar,fr FRA,"DF,MF",Lens,31,"€ 28,846 (£ 24,348, $29,735)","€ 1,500,000 (£ 1,266,114, $1,546,245)",Unverified estimation
127,Djibril Sidibé,fr FRA,DF,Toulouse,32,"€ 28,077 (£ 23,699, $28,943)","€ 1,460,000 (£ 1,232,351, $1,505,012)",Unverified estimation
128,Jordan Pefok,us USA,FW,Reims,28,"€ 28,077 (£ 23,674, $31,427)","€ 1,460,000 (£ 1,231,060, $1,634,188)",Unverified estimation
129,Hans Hateboer,nl NED,DF,Rennes,30,"€ 28,077 (£ 23,699, $28,943)","€ 1,460,000 (£ 1,232,351, $1,505,012)",Unverified estimation
130,Abner,br BRA,DF,Lyon,24,"€ 28,077 (£ 23,699, $28,943)","€ 1,460,000 (£ 1,232,351, $1,505,012)",Unverified estimation
131,Francis Coquelin,fr FRA,MF,Nantes,33,"€ 28,077 (£ 23,674, $31,427)","€ 1,460,000 (£ 1,231,060, $1,634,188)",Unverified estimation
132,Malang Sarr,fr FRA,DF,Lens,25,"€ 28,077 (£ 23,699, $28,943)","€ 1,460,000 (£ 1,232,351, $1,505,012)",Unverified estimation
133,Jordan Ferri,fr FRA,MF,Montpellier,32,"€ 27,692 (£ 23,374, $28,546)","€ 1,440,000 (£ 1,215,470, $1,484,395)",
134,Rémy Cabella,fr FRA,"FW,MF",Lille,34,"€ 27,692 (£ 23,374, $28,546)","€ 1,440,000 (£ 1,215,470, $1,484,395)",Unverified estimation
135,Almoatasem Al Musrati,ly LBY,MF,Monaco,28,"€ 27,692 (£ 23,350, $30,996)","€ 1,440,000 (£ 1,214,196, $1,611,802)",
136,Nuno Mendes,pt POR,DF,Paris S-G,22,"€ 27,692 (£ 23,374, $28,546)","€ 1,440,000 (£ 1,215,470, $1,484,395)",
137,Ismaël Koné,ca CAN,"MF,FW",Marseille,22,"€ 26,154 (£ 22,076, $26,960)","€ 1,360,000 (£ 1,147,944, $1,401,929)",Unverified estimation
138,Lois Diony,fr FRA,FW,Angers,31,"€ 26,154 (£ 22,076, $26,960)","€ 1,360,000 (£ 1,147,944, $1,401,929)",Unverified estimation
139,Anass Zaroury,ma MAR,"FW,MF",Lens,23,"€ 26,154 (£ 22,076, $26,960)","€ 1,360,000 (£ 1,147,944, $1,401,929)",Unverified estimation
140,Téji Savanier,fr FRA,MF,Montpellier,32,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",
141,Zinedine Ferhat,dz ALG,"FW,MF",Angers,31,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
142,Nicolas Pallois,fr FRA,DF,Nantes,36,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",
143,Radosław Majecki,pl POL,GK,Monaco,24,"€ 25,385 (£ 21,427, $26,167)","€ 1,320,000 (£ 1,114,181, $1,360,696)",Unverified estimation
144,Azor Matusiwa,nl NED,MF,Rennes,26,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
145,Abdallah Sima,sn SEN,"FW,MF",Brest,23,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
146,Nampalys Mendy,sn SEN,MF,Lens,32,"€ 25,000 (£ 21,102, $25,771)","€ 1,300,000 (£ 1,097,299, $1,340,079)",Unverified estimation
147,Luis Henrique,br BRA,"DF,FW",Marseille,22,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
148,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,27,"€ 24,615 (£ 20,756, $27,552)","€ 1,280,000 (£ 1,079,286, $1,432,713)",Unverified estimation
149,Anthony Rouault,fr FRA,DF,Rennes,23,"€ 24,615 (£ 20,756, $27,552)","€ 1,280,000 (£ 1,079,286, $1,432,713)",Unverified estimation
150,Lorenz Assignon,tg TOG,"DF,MF",Rennes,24,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
151,Mikayil Faye,,CB,Rennes,20,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
152,Habib Diarra,sn SEN,"MF,FW",Strasbourg,20,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
153,Aïssa Mandi,dz ALG,DF,Lille,32,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
154,Brendan Chardonnet,fr FRA,DF,Brest,29,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
155,Mama Samba Baldé,gw GNB,FW,Brest,28,"€ 24,615 (£ 20,777, $25,374)","€ 1,280,000 (£ 1,080,418, $1,319,463)",Unverified estimation
156,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,22,"€ 24,038 (£ 20,290, $24,780)","€ 1,250,000 (£ 1,055,095, $1,288,538)",Unverified estimation
157,Quentin Merlin,fr FRA,DF,Marseille,22,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
158,Junya Ito,jp JPN,"FW,MF",Reims,31,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",
159,Edon Zhegrova,xk KVX,"FW,MF",Lille,25,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
160,Arnau Tenas,es ESP,GK,Paris S-G,23,"€ 23,077 (£ 19,479, $23,788)","€ 1,200,000 (£ 1,012,892, $1,236,996)",Unverified estimation
161,Emmanuel Agbadou,ci CIV,DF,Reims,27,"€ 22,692 (£ 19,154, $23,392)","€ 1,180,000 (£ 996,010, $1,216,380)",Unverified estimation
162,Nicolas Cozza,fr FRA,"DF,MF",Nantes,25,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
163,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,22,"€ 22,115 (£ 18,667, $22,797)","€ 1,150,000 (£ 970,688, $1,185,455)",Unverified estimation
164,Mika Biereth,dk DEN,FW,Monaco,21,"€ 22,115 (£ 18,648, $24,754)","€ 1,150,000 (£ 969,671, $1,287,203)",Unverified estimation
165,Lucas Chevalier,fr FRA,GK,Lille,22,"€ 21,923 (£ 18,505, $22,599)","€ 1,140,000 (£ 962,247, $1,175,146)",Unverified estimation
166,Faris Moumbagna,,CF,Marseille,24,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
167,Abdoulaye Touré,gn GUI,MF,Le Havre,30,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
168,Clinton Mata,ao ANG,DF,Lyon,31,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
169,Philipp Köhn,ch SUI,GK,Monaco,26,"€ 21,154 (£ 17,855, $21,806)","€ 1,100,000 (£ 928,484, $1,133,913)",Unverified estimation
