Rk,Player,Nation,Pos,Squad,Age,Weekly Wages,Annual Wages,Notes
335,Axel Tuanzebe,cd COD,DF,Ipswich Town,26,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
336,Sávio,br BRA,"FW,MF",Manchester City,20,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
337,Fabio Carvalho,pt POR,"FW,MF",Brentford,21,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
338,Kristoffer Ajer,no NOR,DF,Brentford,26,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
339,Yankuba Minteh,,RW,Brighton,20,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
340,Armando Broja,al ALB,FW,Everton,22,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
341,Ashley Young,eng ENG,DF,Everton,39,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
342,Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
343,Emmanuel Dennis,ng NGA,CF,Nott'ham Forest,26,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
344,Ola Aina,ng NGA,DF,Nott'ham Forest,27,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
345,Willy Boly,ci CIV,DF,Nott'ham Forest,33,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
346,Carlos Vinícius,br BRA,"MF,FW",Fulham,29,"£ 40,000 (€ 47,390, $48,850)","£ 2,080,000 (€ 2,464,274, $2,540,205)",Unverified estimation
347,Stefan Bajcetic,,DM,Liverpool,20,"£ 40,000 (€ 46,967, $52,363)","£ 2,080,000 (€ 2,442,259, $2,722,881)",Unverified estimation
348,Harry Souttar,au AUS,CB,Leicester City,26,"£ 40,000 (€ 46,967, $52,363)","£ 2,080,000 (€ 2,442,259, $2,722,881)",Unverified estimation
349,Deivid Washington,,CF,Chelsea,19,"£ 40,000 (€ 46,967, $52,363)","£ 2,080,000 (€ 2,442,259, $2,722,881)",Unverified estimation
350,Jens Cajuste,se SWE,MF,Ipswich Town,24,"£ 35,000 (€ 41,509, $46,460)","£ 1,820,000 (€ 2,158,466, $2,415,897)",
351,Altay Bayındır,tr TUR,GK,Manchester Utd,26,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
352,Ben Brereton,cl CHI,FW,Southampton,25,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
353,Adam Wharton,,DM,Crystal Palace,20,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
354,Joel Ward,eng ENG,DF,Crystal Palace,34,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",
355,Dango Ouattara,bf BFA,FW,Bournemouth,22,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
356,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
357,Max Aarons,eng ENG,DF,Bournemouth,24,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
358,Vladimír Coufal,cz CZE,DF,West Ham,31,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",
359,André,br BRA,MF,Wolves,23,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
360,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
361,Sasa Kalajdzic,at AUT,CF,Wolves,27,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
362,Bilal El Khannouss,,AM,Leicester City,20,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
363,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,31,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
364,Jacob Murphy,eng ENG,FW,Newcastle Utd,29,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
365,Arijanet Muric,xk KVX,GK,Ipswich Town,25,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
366,Dara O'Shea,ie IRL,DF,Ipswich Town,25,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
367,Christian Nørgaard,dk DEN,MF,Brentford,30,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
368,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,23,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
369,Rico Henry,eng ENG,DF,Brentford,27,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
370,Marcus Bettinelli,eng ENG,GK,Chelsea,32,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",
371,Bart Verbruggen,nl NED,GK,Brighton,21,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
372,Tariq Lamptey,gh GHA,DF,Brighton,23,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",
373,Jake O'Brien,,CB,Everton,23,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
374,Jarrad Branthwaite,eng ENG,DF,Everton,22,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
375,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,22,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
376,Harry Toffolo,eng ENG,DF,Nott'ham Forest,28,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
377,Matz Sels,be BEL,GK,Nott'ham Forest,32,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
378,Morato,br BRA,DF,Nott'ham Forest,23,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
379,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
380,Harry Wilson,wls WAL,"FW,MF",Fulham,27,"£ 35,000 (€ 41,466, $42,744)","£ 1,820,000 (€ 2,156,240, $2,222,679)",Unverified estimation
381,Chris Mepham,wls WAL,CB,Bournemouth,27,"£ 35,000 (€ 41,096, $45,818)","£ 1,820,000 (€ 2,136,977, $2,382,521)",Unverified estimation
382,Evan Ferguson,ie IRL,FW,West Ham,19,"£ 30,000 (€ 35,579, $39,822)","£ 1,560,000 (€ 1,850,114, $2,070,769)",Unverified estimation
383,Samuel Iling-Junior,eng ENG,LW,Aston Villa,21,"£ 30,000 (€ 35,579, $39,822)","£ 1,560,000 (€ 1,850,114, $2,070,769)",Unverified estimation
384,Fábio Silva,pt POR,,Wolves,22,"£ 30,000 (€ 35,579, $39,822)","£ 1,560,000 (€ 1,850,114, $2,070,769)",Unverified estimation
385,Michael Kayode,,RB,Brentford,20,"£ 30,000 (€ 35,579, $39,822)","£ 1,560,000 (€ 1,850,114, $2,070,769)",Unverified estimation
386,Charlie Taylor,eng ENG,DF,Southampton,30,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
387,Flynn Downes,eng ENG,MF,Southampton,25,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
388,Paul Onuachu,ng NGA,FW,Southampton,30,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
389,Chadi Riad,,CB,Crystal Palace,21,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
390,Dean Huijsen,,CB,Bournemouth,19,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
391,Milos Kerkez,hu HUN,DF,Bournemouth,20,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
392,Crysencio Summerville,nl NED,"FW,MF",West Ham,22,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
393,Jarell Quansah,,CB,Liverpool,22,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
394,João Gomes,br BRA,MF,Wolves,23,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
395,Santiago Bueno,uy URU,DF,Wolves,25,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
396,James Justin,eng ENG,DF,Leicester City,26,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",
397,Jordan Ayew,gh GHA,"FW,MF",Leicester City,32,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
398,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
399,Sam Morsy,eg EGY,MF,Ipswich Town,32,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
400,Scott Carson,eng ENG,GK,Manchester City,38,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
401,Ethan Pinnock,jm JAM,DF,Brentford,31,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
402,Josh Dasilva,eng ENG,CM,Brentford,25,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
403,Mark Flekken,nl NED,GK,Brentford,31,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
404,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
405,Nathan Collins,ie IRL,DF,Brentford,23,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
406,Vitaly Janelt,de GER,MF,Brentford,26,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
407,Jan Paul van Hecke,nl NED,DF,Brighton,24,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
408,Asmir Begović,ba BIH,GK,Everton,37,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
409,James Garner,eng ENG,"MF,DF",Everton,23,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
410,Youssef Chermiti,,CF,Everton,20,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
411,Danilo,br BRA,"MF,FW",Nott'ham Forest,23,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",
412,Murillo,,CB,Nott'ham Forest,22,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
413,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,24,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",Unverified estimation
414,Tom Cairney,sct SCO,MF,Fulham,33,"£ 30,000 (€ 35,542, $36,638)","£ 1,560,000 (€ 1,848,205, $1,905,153)",
415,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,22,"£ 28,846 (€ 34,175, $35,228)","£ 1,500,000 (€ 1,777,121, $1,831,878)",Unverified estimation
416,Nathan Patterson,sct SCO,DF,Everton,22,"£ 28,000 (€ 33,173, $34,195)","£ 1,456,000 (€ 1,724,992, $1,778,143)",
417,George Hirst,sct SCO,FW,Ipswich Town,25,"£ 27,500 (€ 32,581, $33,584)","£ 1,430,000 (€ 1,694,188, $1,746,391)",Unverified estimation
418,Kevin Danso,at AUT,DF,Tottenham,25,"£ 25,000 (€ 29,649, $33,185)","£ 1,300,000 (€ 1,541,762, $1,725,641)",Unverified estimation
419,Đorđe Petrović,rs SRB,,Chelsea,25,"£ 25,000 (€ 29,649, $33,185)","£ 1,300,000 (€ 1,541,762, $1,725,641)",Unverified estimation
420,Diego Gómez,,CM,Brighton,21,"£ 25,000 (€ 29,649, $33,185)","£ 1,300,000 (€ 1,541,762, $1,725,641)",Unverified estimation
421,William Smallbone,ie IRL,MF,Southampton,24,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
422,Wilson Odobert,,LW,Tottenham,19,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
423,Julian Araujo,mx MEX,DF,Bournemouth,22,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
424,Luis Guilherme,,RW,West Ham,18,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
425,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
426,Toti Gomes,pt POR,DF,Wolves,25,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
427,Caleb Okoli,it ITA,DF,Leicester City,23,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
428,Facundo Buonanotte,,AM,Leicester City,20,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
429,Victor Kristiansen,,LB,Leicester City,22,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
430,Chiedozie Ogbene,ie IRL,FW,Ipswich Town,27,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
431,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,23,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
432,Jacob Greaves,eng ENG,DF,Ipswich Town,23,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
433,Leif Davis,eng ENG,DF,Ipswich Town,24,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
434,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,28,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
435,Rico Lewis,,RB,Manchester City,20,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",
436,Gustavo Nunes,,LW,Brentford,19,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
437,Yoane Wissa,cd COD,FW,Brentford,27,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
438,Renato Veiga,,LB,Chelsea,21,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
439,Dwight McNeil,eng ENG,"MF,FW",Everton,24,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
440,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,22,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
441,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,24,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
442,Jorge Cuenca,es ESP,DF,Fulham,24,"£ 25,000 (€ 29,619, $30,531)","£ 1,300,000 (€ 1,540,171, $1,587,628)",Unverified estimation
443,Jaidon Anthony,eng ENG,"FW,MF",Bournemouth,24,"£ 25,000 (€ 29,354, $32,727)","£ 1,300,000 (€ 1,526,412, $1,701,801)",Unverified estimation
444,Isaac Hayden,eng ENG,DM,Newcastle Utd,29,"£ 22,000 (€ 26,064, $26,868)","£ 1,144,000 (€ 1,355,351, $1,397,113)",
445,Antonín Kinský,,GK,Tottenham,21,"£ 20,000 (€ 23,719, $26,548)","£ 1,040,000 (€ 1,233,409, $1,380,513)",Unverified estimation
446,Nayef Aguerd,ma MAR,,West Ham,28,"£ 20,000 (€ 23,719, $26,548)","£ 1,040,000 (€ 1,233,409, $1,380,513)",Unverified estimation
447,Abdukodir Khusanov,,CB,Manchester City,20,"£ 20,000 (€ 23,719, $26,548)","£ 1,040,000 (€ 1,233,409, $1,380,513)",Unverified estimation
448,Bashir Humphreys,,CB,Chelsea,21,"£ 20,000 (€ 23,719, $26,548)","£ 1,040,000 (€ 1,233,409, $1,380,513)",Unverified estimation
449,Carlos Alcaraz,ar ARG,"FW,MF",Everton,21,"£ 20,000 (€ 23,719, $26,548)","£ 1,040,000 (€ 1,233,409, $1,380,513)",Unverified estimation
450,Kobbie Mainoo,,CM,Manchester Utd,19,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",
451,Gavin Bazunu,ie IRL,GK,Southampton,22,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
452,Kyle Walker-Peters,eng ENG,DF,Southampton,27,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",
453,Mateus Fernandes,,CM,Southampton,20,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
454,Ross Stewart,sct SCO,FW,Southampton,28,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
455,Mark Travers,ie IRL,GK,Bournemouth,25,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
456,Jean-Clair Todibo,fr FRA,DF,West Ham,24,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
457,Kosta Nedeljkovic,,RB,Aston Villa,19,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
458,Carlos Forbs,,LW,Wolves,20,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
459,Daniel Bentley,eng ENG,GK,Wolves,31,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
460,Daniel Iversen,dk DEN,GK,Leicester City,27,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
461,William Osula,,CF,Newcastle Utd,21,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
462,Christian Walton,eng ENG,GK,Ipswich Town,28,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
463,Liam Delap,,CF,Ipswich Town,21,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
464,Mads Roerslev,dk DEN,DF,Brentford,25,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
465,Sepp van den Berg,nl NED,DF,Brentford,22,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
466,Jason Steele,eng ENG,GK,Brighton,33,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
467,Tim Iroegbunam,,CM,Everton,21,"£ 20,000 (€ 23,695, $24,425)","£ 1,040,000 (€ 1,232,137, $1,270,102)",Unverified estimation
468,Issa Kaboré,bf BFA,"DF,MF",Manchester City,23,"£ 20,000 (€ 23,483, $26,182)","£ 1,040,000 (€ 1,221,130, $1,361,441)",Unverified estimation
469,Jeremy Sarmiento,ec ECU,MF,Brighton,22,"£ 20,000 (€ 23,483, $26,182)","£ 1,040,000 (€ 1,221,130, $1,361,441)",Unverified estimation
470,Albert Grønbaek,,CM,Southampton,23,"£ 18,000 (€ 21,347, $23,893)","£ 936,000 (€ 1,110,068, $1,242,461)",Unverified estimation
471,Chido Obi-Martin,,CF,Manchester Utd,17,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",
472,Welington,br BRA,"DF,MF",Southampton,23,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
473,Romain Esse,,AM,Crystal Palace,19,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
474,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,24,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
475,Julio Soler,,LB,Bournemouth,19,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
476,Andrés García,,RB,Aston Villa,21,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
477,Enzo Barrenechea,,,Aston Villa,23,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
478,Ki-Jana Hoever,nl NED,,Wolves,23,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
479,Nasser Djiga,bf BFA,DF,Wolves,21,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
480,Woyo Coulibaly,fr FRA,DF,Leicester City,25,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
481,Julio Enciso,py PAR,"MF,FW",Ipswich Town,20,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
482,Christian McFarlane,,LB,Manchester City,18,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
483,Claudio Echeverri,,AM,Manchester City,19,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
484,Aarón Anselmino,,CB,Chelsea,19,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
485,Andrey Santos,,,Chelsea,20,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
486,Eiran Cashin,ie IRL,DF,Brighton,22,"£ 15,000 (€ 17,790, $19,911)","£ 780,000 (€ 925,057, $1,035,384)",Unverified estimation
487,Armel Bella Kotchap,de GER,DF,Southampton,22,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
488,Juan Larios,,LB,Southampton,21,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
489,Nathan Wood,,CB,Southampton,22,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
490,Ronnie Edwards,eng ENG,DF,Southampton,21,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
491,Ryan Manning,ie IRL,"DF,MF",Southampton,28,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
492,Samuel Edozie,,LW,Southampton,22,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
493,Brandon Austin,eng ENG,GK,Tottenham,25,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
494,Lucas Bergvall,,AM,Tottenham,19,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
495,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
496,Wes Foderingham,eng ENG,GK,West Ham,33,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
497,Curtis Jones,eng ENG,"MF,DF",Liverpool,23,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
498,Jørgen Strand Larsen,no NOR,FW,Wolves,24,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
499,Luke Cundle,eng ENG,MF,Wolves,22,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
500,Pedro Lima,,RB,Wolves,18,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
501,Kasey McAteer,ie IRL,"FW,MF",Leicester City,22,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",Unverified estimation
502,Luke Thomas,eng ENG,DF,Leicester City,23,"£ 15,000 (€ 17,771, $18,319)","£ 780,000 (€ 924,103, $952,577)",
